edge_id,node1,node2,intra_inter
1,157,1,-1
2,216,1,1
3,217,1,1
4,225,1,1
5,236,1,1
6,237,1,1
7,160,2,1
8,195,2,1
9,197,2,1
10,211,2,1
11,220,2,-1
12,224,2,1
13,110,3,1
14,187,3,-1
15,188,3,1
16,190,3,1
17,212,3,1
18,232,3,1
19,77,4,-1
20,239,4,1
21,240,4,1
22,243,4,1
23,244,4,1
24,249,4,1
25,26,5,1
26,70,5,1
27,135,5,1
28,144,5,1
29,161,5,1
30,250,5,-1
31,13,6,1
32,16,6,1
33,37,6,-1
34,85,6,-1
35,168,6,1
36,235,6,1
37,36,7,1
38,53,7,1
39,101,7,1
40,152,7,1
41,204,7,1
42,216,7,-1
43,153,9,1
44,183,9,1
45,210,9,1
46,219,9,-1
47,241,9,1
48,245,9,1
49,103,10,1
50,169,10,1
51,194,10,1
52,223,10,1
53,230,10,1
54,248,10,-1
55,96,11,1
56,114,11,1
57,134,11,1
58,141,11,1
59,204,11,-1
60,208,11,1
61,156,12,1
62,196,12,1
63,198,12,-1
64,210,12,1
65,241,12,1
66,245,12,1
67,52,13,1
68,69,13,-1
69,81,13,1
70,168,13,1
71,235,13,1
72,51,14,-1
73,86,14,1
74,160,14,1
75,189,14,1
76,191,14,-1
77,224,14,1
78,20,15,1
79,169,15,1
80,209,15,-1
81,223,15,1
82,230,15,1
83,236,15,-1
84,81,16,1
85,90,16,1
86,148,16,1
87,225,16,-1
88,235,16,1
89,28,17,1
90,128,17,-1
91,131,17,1
92,181,17,1
93,189,17,1
94,195,17,1
95,58,18,-1
96,95,18,1
97,143,18,1
98,146,18,-1
99,203,18,1
100,222,18,1
101,93,19,-1
102,166,19,1
103,171,19,1
104,183,19,1
105,210,19,1
106,237,19,-1
107,103,20,1
108,141,20,-1
109,194,20,1
110,223,20,1
111,230,20,1
112,29,21,1
113,34,21,1
114,127,21,1
115,159,21,1
116,203,21,-1
117,234,21,-1
118,72,22,1
119,81,22,1
120,133,22,1
121,160,22,-1
122,212,22,-1
123,235,22,1
124,49,23,1
125,88,23,1
126,130,23,1
127,152,23,-1
128,202,23,-1
129,216,23,-1
130,145,24,1
131,165,24,-1
132,173,24,1
133,180,24,1
134,227,24,1
135,247,24,1
136,60,25,1
137,80,25,1
138,101,25,1
139,139,25,-1
140,152,25,1
141,204,25,1
142,32,26,1
143,68,26,1
144,76,26,1
145,144,26,1
146,161,26,1
147,156,27,1
148,183,27,1
149,186,27,-1
150,210,27,1
151,241,27,1
152,245,27,1
153,86,28,1
154,172,28,-1
155,177,28,1
156,189,28,1
157,211,28,1
158,34,29,1
159,127,29,1
160,159,29,1
161,194,29,-1
162,182,30,1
163,202,30,1
164,220,30,1
165,234,30,1
166,243,30,-1
167,246,30,-1
168,145,31,1
169,169,31,-1
170,173,31,1
171,180,31,1
172,227,31,1
173,247,31,1
174,76,32,1
175,135,32,1
176,144,32,1
177,161,32,1
178,245,32,-1
179,115,33,1
180,143,33,1
181,162,33,1
182,179,33,1
183,203,33,1
184,222,33,1
185,127,34,1
186,159,34,1
187,170,34,-1
188,86,35,1
189,146,35,1
190,174,35,-1
191,189,35,1
192,211,35,1
193,224,35,1
194,53,36,1
195,80,36,1
196,88,36,-1
197,152,36,1
198,204,36,1
199,99,37,1
200,129,37,1
201,196,37,1
202,241,37,1
203,245,37,1
204,49,38,1
205,88,38,1
206,130,38,1
207,153,38,-1
208,223,38,-1
209,43,39,1
210,68,39,1
211,121,39,-1
212,135,39,1
213,161,39,1
214,190,39,-1
215,90,40,-1
216,182,40,1
217,202,40,1
218,220,40,1
219,234,40,1
220,54,41,1
221,107,41,1
222,172,41,1
223,193,41,1
224,196,41,-1
225,138,42,1
226,182,42,1
227,188,42,-1
228,202,42,1
229,220,42,1
230,234,42,1
231,68,43,1
232,70,43,1
233,76,43,1
234,135,43,1
235,242,43,-1
236,162,44,-1
237,216,44,1
238,217,44,1
239,225,44,1
240,236,44,1
241,237,44,1
242,151,45,1
243,173,45,1
244,180,45,1
245,227,45,1
246,228,45,-1
247,247,45,1
248,87,46,1
249,129,46,-1
250,150,46,1
251,175,46,1
252,178,46,-1
253,208,46,1
254,62,47,1
255,192,47,1
256,214,47,1
257,233,47,-1
258,239,47,-1
259,246,47,1
260,120,48,-1
261,216,48,1
262,217,48,1
263,225,48,1
264,236,48,1
265,237,48,1
266,88,49,1
267,130,49,1
268,135,49,-1
269,189,49,-1
270,166,50,-1
271,184,50,1
272,188,50,1
273,191,50,1
274,212,50,1
275,232,50,1
276,216,51,1
277,217,51,1
278,225,51,1
279,236,51,1
280,237,51,1
281,82,52,1
282,168,52,1
283,191,52,-1
284,200,52,-1
285,235,52,1
286,84,53,1
287,101,53,1
288,131,53,-1
289,152,53,1
290,204,53,1
291,64,54,-1
292,107,54,1
293,172,54,1
294,193,54,1
295,249,54,-1
296,219,55,1
297,239,55,1
298,240,55,1
299,243,55,1
300,244,55,1
301,249,55,1
302,250,55,-1
303,175,56,-1
304,184,56,1
305,190,56,1
306,191,56,1
307,212,56,1
308,232,56,1
309,245,56,-1
310,114,57,1
311,141,57,1
312,150,57,1
313,175,57,1
314,186,57,-1
315,208,57,1
316,210,57,-1
317,118,58,1
318,182,58,1
319,187,58,-1
320,202,58,1
321,220,58,1
322,234,58,1
323,67,59,-1
324,120,59,1
325,166,59,1
326,171,59,1
327,196,59,1
328,241,59,1
329,245,59,1
330,80,60,1
331,101,60,1
332,152,60,1
333,192,60,-1
334,204,60,1
335,236,60,-1
336,66,61,1
337,149,61,1
338,178,61,1
339,206,61,1
340,225,61,-1
341,117,62,1
342,126,62,-1
343,151,62,-1
344,192,62,1
345,214,62,1
346,246,62,1
347,138,63,1
348,140,63,-1
349,182,63,1
350,202,63,1
351,220,63,1
352,232,63,-1
353,234,63,1
354,78,64,1
355,137,64,1
356,169,64,1
357,194,64,1
358,223,64,1
359,230,64,1
360,150,65,-1
361,167,65,1
362,198,65,1
363,200,65,1
364,207,65,1
365,230,65,-1
366,233,65,1
367,106,66,-1
368,149,66,1
369,178,66,1
370,206,66,1
371,124,67,1
372,177,67,1
373,181,67,1
374,189,67,1
375,224,67,1
376,246,67,-1
377,70,68,1
378,112,68,-1
379,144,68,1
380,161,68,1
381,89,69,1
382,131,69,-1
383,151,69,1
384,181,69,-1
385,227,69,1
386,247,69,1
387,135,70,1
388,144,70,1
389,161,70,1
390,226,70,-1
391,122,71,1
392,160,71,-1
393,167,71,1
394,198,71,1
395,200,71,1
396,207,71,1
397,233,71,1
398,82,72,1
399,90,72,1
400,96,72,-1
401,133,72,1
402,148,72,1
403,235,72,1
404,142,73,1
405,154,73,1
406,155,73,1
407,174,73,1
408,176,73,1
409,187,73,1
410,229,73,-1
411,139,74,1
412,142,74,1
413,144,74,-1
414,174,74,1
415,176,74,1
416,187,74,1
417,248,74,-1
418,132,75,1
419,167,75,1
420,198,75,1
421,200,75,1
422,207,75,1
423,217,75,-1
424,233,75,1
425,144,76,1
426,161,76,1
427,177,76,-1
428,245,76,-1
429,164,77,1
430,165,77,1
431,168,77,-1
432,170,77,1
433,205,77,1
434,231,77,1
435,119,78,1
436,137,78,1
437,169,78,1
438,194,78,1
439,223,78,1
440,230,78,1
441,242,78,-1
442,221,79,1
443,229,79,1
444,238,79,1
445,242,79,1
446,247,79,-1
447,248,79,1
448,250,79,1
449,84,80,1
450,152,80,1
451,172,80,-1
452,204,80,1
453,148,81,1
454,168,81,1
455,193,81,-1
456,235,81,1
457,133,82,1
458,148,82,1
459,168,82,1
460,228,82,-1
461,235,82,1
462,96,83,1
463,98,83,1
464,124,83,-1
465,134,83,1
466,150,83,1
467,208,83,1
468,228,83,-1
469,101,84,1
470,152,84,1
471,154,84,-1
472,204,84,1
473,219,84,-1
474,94,85,-1
475,128,85,1
476,143,85,1
477,179,85,1
478,203,85,1
479,222,85,1
480,126,86,1
481,146,86,1
482,211,86,1
483,212,86,-1
484,96,87,1
485,134,87,1
486,150,87,1
487,175,87,1
488,208,87,1
489,218,87,-1
490,130,88,1
491,151,89,1
492,173,89,1
493,180,89,1
494,217,89,-1
495,227,89,1
496,247,89,1
497,133,90,1
498,148,90,1
499,168,90,1
500,235,90,1
501,112,91,1
502,113,91,-1
503,190,91,1
504,191,91,1
505,192,91,-1
506,212,91,1
507,232,91,1
508,158,92,1
509,164,92,1
510,165,92,1
511,170,92,1
512,205,92,1
513,212,92,-1
514,231,92,1
515,139,93,1
516,155,93,1
517,174,93,1
518,176,93,1
519,187,93,1
520,102,94,1
521,117,94,1
522,186,94,-1
523,192,94,1
524,214,94,1
525,246,94,1
526,97,95,-1
527,123,95,1
528,179,95,1
529,195,95,-1
530,203,95,1
531,222,95,1
532,175,96,1
533,208,96,1
534,233,96,-1
535,102,97,1
536,117,97,1
537,192,97,1
538,214,97,1
539,244,97,-1
540,246,97,1
541,134,98,1
542,141,98,1
543,150,98,1
544,175,98,1
545,208,98,1
546,242,98,-1
547,120,99,1
548,148,99,-1
549,156,99,1
550,171,99,1
551,183,99,1
552,196,99,1
553,245,99,1
554,110,100,1
555,184,100,1
556,188,100,1
557,190,100,1
558,191,100,1
559,209,100,-1
560,212,100,1
561,232,100,1
562,164,101,-1
563,204,101,1
564,237,101,-1
565,104,102,-1
566,117,102,1
567,190,102,-1
568,192,102,1
569,214,102,1
570,246,102,1
571,140,103,1
572,163,103,-1
573,194,103,1
574,223,103,1
575,230,103,1
576,128,104,-1
577,145,104,1
578,151,104,1
579,173,104,1
580,180,104,1
581,227,104,1
582,247,104,1
583,125,105,-1
584,221,105,1
585,229,105,1
586,230,105,-1
587,238,105,1
588,242,105,1
589,248,105,1
590,250,105,1
591,221,106,1
592,226,106,1
593,229,106,1
594,238,106,1
595,242,106,1
596,248,106,1
597,250,106,1
598,151,107,-1
599,172,107,1
600,193,107,1
601,208,107,-1
602,231,107,-1
603,218,108,1
604,228,108,1
605,235,108,-1
606,239,108,1
607,240,108,1
608,243,108,1
609,244,108,1
610,249,108,1
611,221,109,1
612,223,109,-1
613,229,109,1
614,238,109,1
615,242,109,1
616,245,109,-1
617,248,109,1
618,250,109,1
619,184,110,1
620,188,110,1
621,190,110,1
622,212,110,1
623,232,110,1
624,239,110,-1
625,137,111,-1
626,158,111,1
627,164,111,1
628,165,111,1
629,170,111,1
630,205,111,1
631,231,111,1
632,234,111,-1
633,184,112,1
634,188,112,1
635,190,112,1
636,191,112,1
637,212,112,1
638,232,112,1
639,124,113,1
640,126,113,1
641,130,113,-1
642,160,113,1
643,181,113,1
644,211,113,1
645,224,113,1
646,134,114,1
647,141,114,1
648,150,114,1
649,175,114,1
650,208,114,1
651,243,114,-1
652,123,115,1
653,133,115,-1
654,162,115,1
655,179,115,1
656,203,115,1
657,222,115,1
658,241,115,-1
659,153,116,1
660,166,116,1
661,171,116,1
662,183,116,1
663,210,116,1
664,237,116,-1
665,241,116,1
666,245,116,1
667,170,117,-1
668,192,117,1
669,214,117,1
670,246,117,1
671,138,118,1
672,169,118,-1
673,182,118,1
674,202,118,1
675,220,118,1
676,234,118,1
677,235,118,-1
678,137,119,1
679,140,119,1
680,169,119,1
681,194,119,1
682,223,119,1
683,230,119,1
684,243,119,-1
685,129,120,1
686,171,120,1
687,196,120,1
688,238,120,-1
689,241,120,1
690,245,120,1
691,204,121,-1
692,218,121,1
693,228,121,1
694,239,121,1
695,240,121,1
696,243,121,1
697,244,121,1
698,249,121,1
699,125,122,1
700,132,122,1
701,167,122,1
702,198,122,1
703,200,122,1
704,207,122,1
705,215,122,-1
706,233,122,1
707,128,123,1
708,137,123,-1
709,162,123,1
710,179,123,1
711,196,123,-1
712,203,123,1
713,222,123,1
714,131,124,1
715,157,124,1
716,177,124,1
717,195,124,1
718,197,124,1
719,224,124,1
720,132,125,1
721,167,125,1
722,175,125,-1
723,198,125,1
724,200,125,1
725,207,125,1
726,233,125,1
727,146,126,1
728,157,126,1
729,177,126,1
730,189,126,1
731,195,126,1
732,218,126,-1
733,159,127,1
734,163,127,-1
735,248,127,-1
736,143,128,1
737,162,128,1
738,179,128,1
739,203,128,1
740,222,128,1
741,146,129,-1
742,153,129,1
743,166,129,1
744,210,129,1
745,241,129,1
746,245,129,1
747,145,130,-1
748,146,131,1
749,157,131,1
750,160,131,1
751,197,131,1
752,224,131,1
753,173,132,-1
754,198,132,1
755,200,132,1
756,203,132,-1
757,207,132,1
758,233,132,1
759,148,133,1
760,168,133,1
761,235,133,1
762,238,133,-1
763,141,134,1
764,185,134,-1
765,206,134,-1
766,208,134,1
767,136,135,-1
768,144,135,1
769,161,135,1
770,171,136,-1
771,185,136,1
772,213,136,1
773,216,136,1
774,217,136,1
775,225,136,1
776,236,136,1
777,237,136,1
778,140,137,1
779,194,137,1
780,223,137,1
781,230,137,1
782,182,138,1
783,188,138,-1
784,193,138,-1
785,202,138,1
786,220,138,1
787,234,138,1
788,142,139,1
789,154,139,1
790,155,139,1
791,174,139,1
792,176,139,1
793,187,139,1
794,169,140,1
795,194,140,1
796,219,140,-1
797,223,140,1
798,230,140,1
799,142,141,-1
800,175,141,1
801,208,141,1
802,154,142,1
803,155,142,1
804,174,142,1
805,176,142,1
806,187,142,1
807,250,142,-1
808,162,143,1
809,179,143,1
810,184,143,-1
811,203,143,1
812,222,143,1
813,226,143,-1
814,161,144,1
815,240,144,-1
816,151,145,1
817,173,145,1
818,180,145,1
819,227,145,1
820,247,145,1
821,250,145,-1
822,177,146,1
823,181,146,1
824,189,146,1
825,224,146,1
826,183,147,-1
827,218,147,1
828,219,147,1
829,228,147,1
830,231,147,-1
831,239,147,1
832,240,147,1
833,243,147,1
