edge_id,node1,node2,intra_inter
1,15,1,1
2,103,1,1
3,116,1,-1
4,159,1,1
5,187,1,1
6,195,1,1
7,157,2,1
8,176,2,-1
9,181,2,1
10,197,2,1
11,228,2,1
12,229,2,1
13,145,3,1
14,167,3,1
15,179,3,-1
16,180,3,1
17,184,3,1
18,205,3,1
19,223,4,-1
20,234,4,1
21,239,4,1
22,241,4,1
23,243,4,1
24,249,4,1
25,20,5,1
26,32,5,1
27,45,5,1
28,46,5,1
29,168,5,1
30,202,5,-1
31,85,6,1
32,131,6,1
33,137,6,-1
34,149,6,1
35,151,6,1
36,237,6,-1
37,43,7,1
38,108,7,1
39,117,7,1
40,118,7,-1
41,119,7,1
42,162,7,1
43,77,8,-1
44,80,8,1
45,183,8,1
46,190,8,1
47,200,8,1
48,219,8,-1
49,53,9,1
50,107,9,1
51,122,9,1
52,132,9,1
53,167,9,-1
54,178,9,1
55,27,10,1
56,59,10,1
57,99,10,1
58,148,10,-1
59,171,10,1
60,210,10,1
61,71,11,1
62,142,11,1
63,221,11,1
64,225,11,1
65,244,11,1
66,246,11,-1
67,59,12,1
68,129,12,1
69,171,12,1
70,210,12,1
71,247,12,-1
72,15,13,-1
73,155,13,1
74,176,13,1
75,198,13,1
76,62,14,1
77,164,14,1
78,193,14,1
79,201,14,-1
80,224,14,-1
81,233,14,1
82,93,15,1
83,140,15,1
84,195,15,1
85,227,15,-1
86,105,16,1
87,107,16,1
88,122,16,1
89,131,16,-1
90,132,16,1
91,139,16,1
92,146,17,-1
93,234,17,1
94,240,17,1
95,241,17,1
96,243,17,1
97,249,17,1
98,46,18,-1
99,135,18,-1
100,216,18,1
101,227,18,1
102,232,18,1
103,236,18,1
104,26,19,1
105,39,19,1
106,56,19,1
107,83,19,-1
108,144,19,1
109,169,19,1
110,45,20,1
111,75,20,1
112,133,20,1
113,165,20,-1
114,168,20,1
115,38,21,-1
116,55,21,1
117,89,21,1
118,93,21,-1
119,135,21,1
120,161,21,1
121,32,22,1
122,35,22,1
123,127,22,1
124,155,22,-1
125,173,22,1
126,196,22,-1
127,39,23,-1
128,65,23,1
129,66,23,1
130,127,23,1
131,133,23,1
132,217,23,-1
133,115,24,-1
134,142,24,1
135,174,24,1
136,206,24,1
137,225,24,1
138,244,24,1
139,41,25,1
140,50,25,1
141,108,25,1
142,114,25,-1
143,117,25,1
144,206,25,-1
145,56,26,1
146,144,26,1
147,157,26,-1
148,169,26,1
149,48,27,-1
150,59,27,1
151,171,27,1
152,210,27,1
153,235,27,-1
154,57,28,1
155,99,28,1
156,129,28,1
157,171,28,1
158,210,28,1
159,242,28,-1
160,33,29,-1
161,239,29,1
162,240,29,1
163,241,29,1
164,243,29,1
165,249,29,1
166,148,30,1
167,156,30,-1
168,194,30,1
169,220,30,1
170,236,30,-1
171,242,30,1
172,216,31,1
173,226,31,1
174,227,31,1
175,232,31,1
176,236,31,1
177,237,31,1
178,45,32,1
179,82,32,1
180,134,32,-1
181,168,32,1
182,111,33,1
183,164,33,1
184,165,33,1
185,193,33,1
186,233,33,1
187,181,34,1
188,189,34,1
189,197,34,1
190,228,34,1
191,229,34,1
192,242,34,-1
193,64,35,-1
194,75,35,1
195,82,35,1
196,124,35,1
197,168,35,1
198,92,36,1
199,189,36,1
200,197,36,1
201,211,36,-1
202,228,36,1
203,229,36,1
204,87,37,1
205,134,37,1
206,175,37,1
207,247,37,-1
208,181,38,1
209,184,38,-1
210,228,38,1
211,229,38,1
212,56,39,1
213,144,39,1
214,169,39,1
215,241,39,-1
216,62,40,-1
217,182,40,1
218,188,40,1
219,208,40,1
220,212,40,1
221,214,40,1
222,60,41,1
223,117,41,1
224,119,41,1
225,149,41,-1
226,162,41,1
227,179,42,1
228,190,42,-1
229,191,42,1
230,204,42,1
231,207,42,1
232,220,42,1
233,108,43,1
234,117,43,1
235,119,43,1
236,127,43,-1
237,162,43,1
238,216,44,1
239,223,44,1
240,226,44,1
241,227,44,1
242,228,44,-1
243,237,44,1
244,72,45,1
245,173,45,1
246,176,45,-1
247,81,46,1
248,127,46,1
249,173,46,1
250,189,46,-1
251,74,47,-1
252,202,47,-1
253,203,47,1
254,221,47,1
255,225,47,1
256,244,47,1
257,223,48,1
258,226,48,1
259,232,48,1
260,236,48,1
261,237,48,1
262,87,49,-1
263,115,49,1
264,165,49,1
265,196,49,1
266,222,49,-1
267,233,49,1
268,60,50,1
269,97,50,-1
270,117,50,1
271,119,50,1
272,162,50,1
273,135,51,1
274,136,51,1
275,149,51,1
276,160,51,1
277,161,51,1
278,173,51,-1
279,62,52,-1
280,167,52,1
281,180,52,1
282,184,52,1
283,205,52,1
284,207,52,-1
285,54,53,1
286,64,53,1
287,77,53,1
288,121,53,1
289,178,53,1
290,231,53,-1
291,122,54,1
292,132,54,1
293,139,54,1
294,178,54,1
295,186,54,-1
296,234,54,-1
297,89,55,1
298,131,55,1
299,149,55,1
300,151,55,1
301,160,55,1
302,178,55,-1
303,144,56,1
304,150,56,-1
305,154,56,-1
306,169,56,1
307,81,57,-1
308,99,57,1
309,129,57,1
310,166,57,-1
311,171,57,1
312,210,57,1
313,115,58,-1
314,139,58,-1
315,148,58,1
316,154,58,1
317,191,58,1
318,194,58,1
319,207,58,1
320,99,59,1
321,129,59,1
322,171,59,1
323,210,59,1
324,240,59,-1
325,108,60,1
326,119,60,1
327,162,60,1
328,222,60,-1
329,248,60,-1
330,84,61,1
331,95,61,1
332,166,61,1
333,170,61,1
334,206,61,1
335,244,61,1
336,246,61,-1
337,68,62,1
338,193,62,1
339,196,62,1
340,233,62,1
341,72,63,1
342,81,63,1
343,124,63,1
344,133,63,1
345,152,63,-1
346,173,63,1
347,206,63,-1
348,69,64,1
349,121,64,1
350,132,64,1
351,139,64,1
352,178,64,1
353,72,65,1
354,75,65,1
355,127,65,1
356,144,65,-1
357,168,65,1
358,223,65,-1
359,72,66,1
360,82,66,1
361,124,66,1
362,133,66,1
363,173,66,1
364,220,66,-1
365,111,67,-1
366,181,67,1
367,189,67,1
368,197,67,1
369,228,67,1
370,229,67,1
371,244,67,-1
372,100,68,-1
373,111,68,1
374,164,68,1
375,165,68,1
376,196,68,1
377,233,68,1
378,74,69,-1
379,77,69,1
380,132,69,1
381,139,69,1
382,140,69,-1
383,178,69,1
384,76,70,1
385,77,70,1
386,105,70,1
387,121,70,1
388,122,70,1
389,178,70,1
390,244,70,-1
391,101,71,1
392,174,71,1
393,187,71,-1
394,203,71,1
395,206,71,1
396,225,71,1
397,133,72,1
398,168,72,1
399,241,72,-1
400,90,73,1
401,141,73,1
402,177,73,1
403,245,73,-1
404,182,74,1
405,188,74,1
406,208,74,1
407,212,74,1
408,214,74,1
409,82,75,1
410,124,75,1
411,133,75,1
412,193,75,-1
413,107,76,1
414,122,76,1
415,139,76,1
416,160,76,-1
417,178,76,1
418,222,76,-1
419,102,77,-1
420,121,77,1
421,139,77,1
422,91,78,1
423,124,78,-1
424,130,78,1
425,137,78,1
426,159,78,1
427,187,78,1
428,195,78,1
429,151,79,-1
430,231,79,1
431,245,79,1
432,246,79,1
433,247,79,1
434,248,79,1
435,250,79,1
436,110,80,1
437,126,80,1
438,183,80,1
439,190,80,1
440,200,80,1
441,248,80,-1
442,124,81,1
443,127,81,1
444,159,81,-1
445,173,81,1
446,124,82,1
447,173,82,1
448,227,82,-1
449,110,83,1
450,128,83,1
451,169,83,-1
452,183,83,1
453,190,83,1
454,200,83,1
455,95,84,1
456,128,84,-1
457,137,84,-1
458,170,84,1
459,221,84,1
460,225,84,1
461,89,85,1
462,105,85,-1
463,121,85,-1
464,136,85,1
465,149,85,1
466,160,85,1
467,112,86,1
468,116,86,1
469,157,86,1
470,181,86,1
471,206,86,-1
472,228,86,1
473,229,86,1
474,134,87,1
475,175,87,1
476,115,88,1
477,141,88,-1
478,164,88,1
479,165,88,1
480,193,88,1
481,196,88,1
482,233,88,1
483,131,89,1
484,136,89,1
485,150,89,-1
486,161,89,1
487,141,90,1
488,177,90,1
489,217,90,-1
490,93,91,1
491,95,91,-1
492,107,91,-1
493,130,91,1
494,187,91,1
495,195,91,1
496,116,92,1
497,189,92,1
498,197,92,1
499,223,92,-1
500,228,92,1
501,229,92,1
502,137,93,1
503,140,93,1
504,187,93,1
505,195,93,1
506,96,94,1
507,138,94,-1
508,142,94,-1
509,163,94,1
510,172,94,1
511,202,94,1
512,203,95,1
513,214,95,-1
514,221,95,1
515,244,95,1
516,162,96,-1
517,163,96,1
518,172,96,1
519,202,96,1
520,216,96,-1
521,125,97,-1
522,126,97,1
523,128,97,1
524,183,97,1
525,190,97,1
526,200,97,1
527,143,98,1
528,145,98,-1
529,146,98,1
530,129,99,1
531,171,99,1
532,201,99,-1
533,210,99,1
534,219,100,1
535,234,100,1
536,239,100,1
537,240,100,1
538,241,100,1
539,243,100,1
540,249,100,1
541,123,101,1
542,170,101,1
543,187,101,-1
544,203,101,1
545,206,101,1
546,244,101,1
547,250,101,-1
548,121,102,-1
549,216,102,1
550,226,102,1
551,227,102,1
552,232,102,1
553,236,102,1
554,237,102,1
555,130,103,1
556,137,103,1
557,140,103,1
558,159,103,1
559,187,103,1
560,195,103,1
561,216,103,-1
562,111,104,-1
563,126,104,-1
564,234,104,1
565,239,104,1
566,240,104,1
567,241,104,1
568,243,104,1
569,249,104,1
570,107,105,1
571,122,105,1
572,139,105,1
573,175,105,-1
574,178,105,1
575,148,106,1
576,186,106,1
577,192,106,1
578,194,106,1
579,207,106,1
580,220,106,1
581,242,106,1
582,248,106,-1
583,122,107,1
584,132,107,1
585,191,107,-1
586,117,108,1
587,119,108,1
588,162,108,1
589,178,108,-1
590,135,109,-1
591,218,109,-1
592,223,109,1
593,226,109,1
594,227,109,1
595,232,109,1
596,236,109,1
597,237,109,1
598,126,110,1
599,128,110,1
600,183,110,1
601,190,110,1
602,200,110,1
603,233,110,-1
604,164,111,1
605,193,111,1
606,196,111,1
607,233,111,1
608,116,112,1
609,157,112,1
610,181,112,1
611,189,112,1
612,228,112,1
613,229,112,1
614,230,112,-1
615,152,113,-1
616,182,113,1
617,188,113,1
618,195,113,-1
619,208,113,1
620,209,113,-1
621,212,113,1
622,214,113,1
623,120,114,1
624,145,114,1
625,167,114,1
626,180,114,1
627,184,114,1
628,205,114,1
629,165,115,1
630,193,115,1
631,196,115,1
632,233,115,1
633,189,116,1
634,197,116,1
635,228,116,1
636,229,116,1
637,162,117,1
638,245,117,-1
639,147,118,1
640,150,118,1
641,166,118,-1
642,192,118,1
643,204,118,1
644,220,118,1
645,242,118,1
646,153,119,-1
647,162,119,1
648,145,120,1
649,164,120,-1
650,167,120,1
651,180,120,1
652,184,120,1
653,205,120,1
654,212,120,-1
655,122,121,1
656,132,121,1
657,139,121,1
658,231,122,-1
659,158,123,1
660,174,123,1
661,193,123,-1
662,206,123,1
663,221,123,1
664,225,123,1
665,240,123,-1
666,244,123,1
667,168,124,1
668,173,124,1
669,142,125,1
670,166,125,1
671,171,125,-1
672,174,125,1
673,206,125,1
674,221,125,1
675,225,125,1
676,244,125,1
677,128,126,1
678,163,126,-1
679,183,126,1
680,190,126,1
681,200,126,1
682,151,127,-1
683,168,127,1
684,173,127,1
685,183,128,1
686,190,128,1
687,200,128,1
688,237,128,-1
689,171,129,1
690,210,129,1
691,226,129,-1
692,232,129,-1
693,137,130,1
694,140,130,1
695,141,130,-1
696,159,130,1
697,187,130,1
698,211,130,-1
699,149,131,1
700,151,131,1
701,160,131,1
702,161,131,1
703,248,131,-1
704,178,132,1
705,182,132,-1
706,168,133,1
707,173,133,1
708,200,133,-1
709,158,134,-1
710,175,134,1
711,136,135,1
712,149,135,1
713,151,135,1
714,160,135,1
715,161,135,1
716,151,136,1
717,160,136,1
718,161,136,1
719,229,136,-1
720,249,136,-1
721,159,137,1
722,187,137,1
723,195,137,1
724,153,138,1
725,182,138,1
726,185,138,1
727,188,138,1
728,208,138,1
729,212,138,1
730,214,138,1
731,237,138,-1
732,159,140,1
733,180,140,-1
734,187,140,1
735,195,140,1
736,177,141,1
737,199,141,-1
738,166,142,1
739,170,142,1
740,174,142,1
741,203,142,1
742,208,142,-1
743,221,142,1
744,146,143,1
745,188,143,-1
746,238,143,-1
747,169,144,1
748,236,144,-1
749,167,145,1
750,180,145,1
751,184,145,1
752,205,145,1
753,233,145,-1
754,168,146,-1
755,150,147,1
756,161,147,-1
757,179,147,1
758,191,147,1
759,192,147,1
760,204,147,1
761,220,147,1
762,237,147,-1
763,242,147,1
764,186,148,1
765,191,148,1
766,192,148,1
767,194,148,1
768,207,148,1
769,242,148,1
770,151,149,1
771,161,149,1
772,224,149,-1
773,154,150,1
774,179,150,1
775,186,150,1
776,204,150,1
777,220,150,1
778,242,150,1
779,160,151,1
780,161,151,1
781,218,152,1
782,219,152,1
783,234,152,1
784,239,152,1
785,240,152,1
786,241,152,1
787,243,152,1
788,249,152,1
789,182,153,1
790,185,153,1
791,188,153,1
792,208,153,1
793,212,153,1
794,214,153,1
795,245,153,-1
796,155,154,-1
797,179,154,1
798,194,154,1
799,204,154,1
800,207,154,1
801,220,154,1
802,242,154,1
803,176,155,1
804,198,155,1
805,205,156,-1
806,218,156,1
807,219,156,1
808,234,156,1
809,239,156,1
810,240,156,1
811,241,156,1
812,243,156,1
813,249,156,1
814,181,157,1
815,189,157,1
816,197,157,1
817,228,157,1
818,229,157,1
819,236,157,-1
820,166,158,1
821,174,158,1
822,191,158,-1
823,203,158,1
824,206,158,1
825,221,158,1
826,225,158,1
827,244,158,1
828,187,159,1
829,195,159,1
830,199,159,-1
831,161,160,1
832,197,160,-1
833,231,160,-1
834,246,161,-1
835,170,162,-1
836,198,162,-1
837,172,163,1
838,202,163,1
839,205,163,-1
840,165,164,1
841,193,164,1
842,196,164,1
843,200,164,-1
844,233,164,1
845,193,165,1
846,196,165,1
847,204,165,-1
848,233,165,1
849,170,166,1
850,203,166,1
851,221,166,1
852,244,166,1
853,247,166,-1
854,180,167,1
855,184,167,1
856,205,167,1
857,243,167,-1
858,226,168,-1
859,218,169,-1
860,190,170,-1
861,203,170,1
862,221,170,1
863,225,170,1
864,244,170,1
865,210,171,1
866,238,171,-1
867,195,172,-1
868,202,172,1
869,235,172,-1
870,203,173,-1
871,213,174,-1
872,221,174,1
873,223,174,-1
874,225,174,1
875,244,174,1
876,250,174,-1
877,199,175,-1
878,210,175,-1
879,198,176,1
880,245,176,-1
881,188,177,-1
882,225,177,-1
883,211,178,-1
884,186,179,1
885,191,179,1
886,192,179,1
887,200,179,-1
888,207,179,1
889,220,179,1
890,242,179,1
891,184,180,1
892,205,180,1
893,215,180,-1
894,240,180,-1
895,197,181,1
896,214,181,-1
897,229,181,1
898,243,181,-1
899,250,181,-1
900,185,182,1
901,188,182,1
902,208,182,1
903,212,182,1
904,214,182,1
905,250,182,-1
906,190,183,1
907,200,183,1
908,212,183,-1
909,218,183,-1
910,204,184,-1
911,205,184,1
912,240,184,-1
913,187,185,-1
914,188,185,1
915,204,185,-1
916,208,185,1
917,212,185,1
918,214,185,1
919,192,186,1
920,194,186,1
921,204,186,1
922,207,186,1
923,220,186,1
924,232,186,-1
925,242,186,1
926,195,187,1
927,189,188,-1
928,208,188,1
929,212,188,1
930,214,188,1
931,197,189,1
932,228,189,1
933,229,189,1
934,238,189,-1
935,200,190,1
936,221,190,-1
937,192,191,1
938,194,191,1
939,204,191,1
940,207,191,1
941,209,191,-1
942,242,191,1
943,196,192,-1
944,204,192,1
945,207,192,1
946,208,192,-1
947,221,192,-1
948,242,192,1
949,196,193,1
950,197,193,-1
951,233,193,1
952,204,194,1
953,207,194,1
954,220,194,1
955,221,194,-1
956,232,194,-1
957,242,194,1
958,207,195,-1
959,230,196,-1
960,233,196,1
961,228,197,1
962,229,197,1
963,212,198,-1
964,243,198,-1
965,201,199,1
966,218,199,1
967,219,199,1
968,234,199,1
969,239,199,1
970,240,199,1
971,241,199,1
972,243,199,1
973,249,199,1
974,218,201,1
975,219,201,1
976,234,201,1
977,239,201,1
978,240,201,1
979,241,201,1
980,243,201,1
981,249,201,1
982,206,203,1
983,225,203,1
984,243,203,-1
985,244,203,1
986,246,203,-1
987,220,204,1
988,242,204,1
989,220,205,-1
990,241,205,-1
991,221,206,1
992,225,206,1
993,244,206,1
994,219,207,-1
995,242,207,1
996,212,208,1
997,214,208,1
998,220,208,-1
999,211,209,1
1000,215,209,1
1001,217,209,-1
1002,224,209,1
1003,230,209,1
1004,231,209,1
1005,235,209,1
1006,238,209,1
1007,245,209,1
1008,246,209,1
1009,247,209,1
1010,248,209,1
1011,250,209,1
1012,216,210,-1
1013,244,210,-1
1014,215,211,1
1015,224,211,1
1016,230,211,1
1017,231,211,1
1018,235,211,1
1019,238,211,1
1020,245,211,1
1021,246,211,1
1022,247,211,1
1023,248,211,1
1024,250,211,1
1025,214,212,1
1026,215,213,-1
1027,216,213,1
1028,217,213,1
1029,219,213,-1
1030,222,213,1
1031,223,213,1
1032,226,213,1
1033,227,213,1
1034,232,213,1
1035,236,213,1
1036,237,213,1
1037,242,214,-1
1038,247,214,-1
1039,224,215,1
1040,230,215,1
1041,231,215,1
1042,235,215,1
1043,238,215,1
1044,239,215,-1
1045,245,215,1
1046,246,215,1
1047,247,215,1
1048,248,215,1
1049,250,215,1
1050,217,216,1
1051,222,216,1
1052,223,216,1
1053,226,216,1
1054,227,216,1
1055,232,216,1
1056,236,216,1
1057,237,216,1
1058,222,217,1
1059,223,217,1
1060,226,217,1
1061,227,217,1
1062,232,217,1
1063,236,217,1
1064,237,217,1
1065,219,218,1
1066,234,218,1
1067,239,218,1
1068,240,218,1
1069,241,218,1
1070,243,218,1
1071,249,218,1
1072,234,219,1
1073,239,219,1
1074,240,219,1
1075,241,219,1
1076,243,219,1
1077,249,219,1
1078,239,220,-1
1079,242,220,1
1080,225,221,1
1081,244,221,1
1082,223,222,1
1083,226,222,1
1084,227,222,1
1085,232,222,1
1086,234,222,-1
1087,236,222,1
1088,237,222,1
1089,226,223,1
1090,227,223,1
1091,232,223,1
1092,236,223,1
1093,237,223,1
1094,230,224,1
1095,231,224,1
1096,235,224,1
1097,238,224,1
1098,245,224,1
1099,246,224,1
1100,247,224,1
1101,248,224,1
1102,249,224,-1
1103,250,224,1
1104,229,225,-1
1105,235,225,-1
1106,244,225,1
1107,227,226,1
1108,228,226,-1
1109,232,226,1
1110,236,226,1
1111,237,226,1
1112,232,227,1
1113,236,227,1
1114,237,227,1
1115,248,227,-1
1116,229,228,1
1117,233,228,-1
1118,249,228,-1
1119,239,229,-1
1120,231,230,1
1121,232,230,-1
1122,235,230,1
1123,238,230,1
1124,245,230,1
1125,246,230,1
1126,247,230,1
1127,248,230,1
1128,249,230,-1
1129,250,230,1
1130,235,231,1
1131,238,231,1
1132,245,231,1
1133,246,231,1
1134,247,231,1
1135,248,231,1
1136,250,231,1
1137,236,232,1
1138,237,232,1
1139,236,233,-1
1140,238,234,-1
1141,239,234,1
1142,240,234,1
1143,241,234,1
1144,243,234,1
1145,249,234,1
1146,238,235,1
1147,239,235,-1
1148,245,235,1
1149,246,235,1
1150,247,235,1
1151,248,235,1
1152,250,235,1
1153,237,236,1
1154,245,238,1
1155,246,238,1
1156,247,238,1
1157,248,238,1
1158,250,238,1
1159,240,239,1
1160,241,239,1
1161,243,239,1
1162,249,239,1
1163,241,240,1
1164,243,240,1
1165,249,240,1
1166,243,241,1
1167,249,241,1
1168,244,242,-1
1169,249,243,1
1170,246,245,1
1171,247,245,1
1172,248,245,1
1173,250,245,1
1174,247,246,1
1175,248,246,1
1176,250,246,1
1177,248,247,1
1178,250,247,1
1179,250,248,1
