edge_id,node1,node2
1,93,1
2,137,1
3,140,1
4,187,1
5,195,1
6,231,1
7,181,2
8,189,2
9,197,2
10,228,2
11,229,2
12,250,2
13,64,3
14,77,3
15,105,3
16,122,3
17,178,3
18,238,3
19,225,4
20,234,4
21,241,4
22,243,4
23,244,4
24,249,4
25,72,5
26,81,5
27,82,5
28,88,5
29,124,5
30,225,5
31,21,6
32,89,6
33,135,6
34,138,6
35,160,6
36,161,6
37,108,7
38,117,7
39,119,7
40,152,7
41,162,7
42,236,7
43,80,8
44,100,8
45,112,8
46,125,8
47,126,8
48,212,8
49,27,9
50,46,9
51,57,9
52,99,9
53,156,9
54,171,9
55,210,9
56,27,10
57,129,10
58,156,10
59,171,10
60,181,10
61,210,10
62,94,11
63,123,11
64,158,11
65,170,11
66,203,11
67,206,11
68,57,12
69,99,12
70,112,12
71,129,12
72,171,12
73,210,12
74,155,13
75,176,13
76,177,13
77,180,13
78,190,13
79,198,13
80,111,14
81,143,14
82,147,14
83,191,14
84,196,14
85,241,14
86,137,15
87,159,15
88,172,15
89,187,15
90,195,15
91,218,15
92,53,16
93,69,16
94,70,16
95,141,16
96,178,16
97,235,16
98,157,17
99,234,17
100,241,17
101,243,17
102,244,17
103,249,17
104,100,18
105,110,18
106,112,18
107,126,18
108,137,18
109,231,18
110,61,19
111,113,19
112,135,19
113,144,19
114,169,19
115,213,19
116,36,20
117,45,20
118,82,20
119,124,20
120,168,20
121,194,20
122,89,21
123,97,21
124,102,21
125,136,21
126,202,21
127,81,22
128,107,22
129,127,22
130,168,22
131,173,22
132,214,22
133,36,23
134,101,23
135,168,23
136,173,23
137,189,23
138,207,23
139,106,24
140,146,24
141,183,24
142,203,24
143,206,24
144,220,24
145,50,25
146,60,25
147,92,25
148,117,25
149,152,25
150,162,25
151,43,26
152,61,26
153,144,26
154,169,26
155,216,26
156,127,27
157,156,27
158,164,27
159,210,27
160,34,28
161,140,28
162,157,28
163,197,28
164,228,28
165,229,28
166,138,29
167,234,29
168,241,29
169,243,29
170,244,29
171,249,29
172,52,30
173,147,30
174,148,30
175,154,30
176,192,30
177,232,30
178,117,31
179,185,31
180,202,31
181,212,31
182,214,31
183,220,31
184,37,32
185,67,32
186,87,32
187,98,32
188,134,32
189,175,32
190,186,33
191,234,33
192,241,33
193,243,33
194,244,33
195,249,33
196,35,34
197,131,34
198,181,34
199,228,34
200,229,34
201,75,35
202,82,35
203,101,35
204,133,35
205,168,35
206,45,36
207,72,36
208,173,36
209,215,36
210,87,37
211,98,37
212,134,37
213,175,37
214,203,37
215,116,38
216,203,38
217,223,38
218,228,38
219,229,38
220,43,39
221,56,39
222,142,39
223,144,39
224,169,39
225,247,39
226,182,40
227,198,40
228,202,40
229,212,40
230,214,40
231,220,40
232,49,41
233,60,41
234,108,41
235,117,41
236,119,41
237,162,41
238,142,42
239,147,42
240,150,42
241,154,42
242,183,42
243,192,42
244,135,43
245,144,43
246,169,43
247,187,43
248,180,44
249,226,44
250,227,44
251,233,44
252,236,44
253,237,44
254,88,45
255,127,45
256,168,45
257,183,45
258,81,46
259,88,46
260,143,46
261,168,46
262,173,46
263,74,47
264,118,47
265,150,47
266,179,47
267,192,47
268,246,47
269,77,48
270,213,48
271,223,48
272,226,48
273,232,48
274,233,48
275,143,49
276,164,49
277,165,49
278,193,49
279,230,49
280,108,50
281,117,50
282,119,50
283,152,50
284,204,50
285,85,51
286,136,51
287,149,51
288,160,51
289,161,51
290,168,51
291,164,52
292,165,52
293,191,52
294,193,52
295,228,52
296,54,53
297,76,53
298,122,53
299,132,53
300,141,53
301,247,53
302,77,54
303,107,54
304,111,54
305,139,54
306,178,54
307,233,54
308,81,55
309,85,55
310,102,55
311,136,55
312,149,55
313,160,55
314,161,55
315,57,56
316,61,56
317,135,56
318,144,56
319,159,56
320,169,56
321,59,57
322,97,57
323,171,57
324,210,57
325,60,58
326,148,58
327,150,58
328,154,58
329,179,58
330,192,58
331,212,58
332,69,59
333,99,59
334,129,59
335,156,59
336,171,59
337,210,59
338,119,60
339,152,60
340,162,60
341,174,60
342,135,61
343,144,61
344,169,61
345,229,61
346,134,62
347,143,62
348,145,62
349,164,62
350,165,62
351,193,62
352,196,62
353,66,63
354,75,63
355,88,63
356,124,63
357,173,63
358,236,63
359,241,63
360,70,64
361,105,64
362,122,64
363,132,64
364,139,64
365,247,64
366,80,65
367,83,65
368,100,65
369,110,65
370,112,65
371,200,65
372,224,65
373,81,66
374,82,66
375,101,66
376,127,66
377,173,66
378,208,66
379,116,67
380,135,67
381,189,67
382,197,67
383,228,67
384,229,67
385,111,68
386,115,68
387,143,68
388,164,68
389,191,68
390,196,68
391,245,68
392,70,69
393,77,69
394,121,69
395,178,69
396,237,69
397,76,70
398,105,70
399,107,70
400,113,70
401,84,71
402,166,71
403,167,71
404,174,71
405,220,71
406,101,72
407,127,72
408,133,72
409,168,72
410,242,72
411,85,73
412,90,73
413,155,73
414,176,73
415,177,73
416,190,73
417,198,73
418,188,74
419,202,74
420,209,74
421,212,74
422,214,74
423,220,74
424,82,75
425,88,75
426,124,75
427,127,75
428,230,75
429,85,76
430,105,76
431,121,76
432,139,76
433,166,76
434,105,77
