node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,9
11,10
12,9
13,11
14,12
15,1
16,2
17,4
18,13
19,5
20,14
21,6
22,15
23,14
24,10
25,7
26,5
27,9
28,2
29,4
30,16
31,17
32,5
33,4
34,2
35,15
36,15
37,8
38,2
39,5
40,17
41,7
42,16
43,5
44,18
45,15
46,15
47,16
48,18
49,16
50,7
51,6
52,12
53,19
54,3
55,6
56,5
57,9
58,16
59,9
60,7
61,5
62,20
63,14
64,7
65,13
66,14
67,2
68,12
69,19
70,19
71,20
72,15
73,21
74,17
75,8
76,3
77,3
78,1
79,22
80,13
81,15
82,15
83,13
84,20
85,6
86,2
87,8
88,14
89,6
90,21
91,13
92,12
93,1
94,11
95,10
96,8
97,16
98,8
99,9
100,13
101,14
102,6
103,1
104,11
105,3
106,10
107,3
108,7
109,18
110,13
111,12
112,13
113,17
114,8
115,12
116,9
117,7
118,16
119,7
120,21
121,19
122,3
123,10
124,15
125,20
126,13
127,14
128,10
129,9
130,17
131,2
132,3
133,15
134,8
135,5
136,6
137,1
138,17
139,3
140,1
141,19
142,16
143,12
144,5
145,11
146,10
147,16
148,19
149,6
150,16
151,11
152,7
153,17
154,16
155,21
156,9
157,2
158,10
159,1
160,6
161,6
162,7
163,8
164,12
165,12
166,20
167,20
168,15
169,11
170,10
171,9
172,8
173,19
174,5
175,8
176,21
177,21
178,19
179,16
180,11
181,2
182,17
183,19
184,11
185,17
186,20
187,1
188,11
189,1
190,21
191,12
192,16
193,12
194,20
195,19
196,12
197,2
198,21
199,4
200,20
201,4
202,17
203,10
204,20
205,4
206,10
207,20
208,18
209,22
210,9
211,22
212,17
213,18
214,17
215,22
216,18
217,18
218,4
219,4
220,17
221,22
222,18
223,18
224,22
225,18
226,18
227,18
228,4
229,22
230,22
231,22
232,18
233,18
234,4
235,22
236,18
237,18
238,22
239,4
240,4
241,4
242,22
243,4
244,4
245,22
246,22
247,22
248,22
249,4
250,22
