edge_id,node1,node2
1,216,1
2,217,1
3,225,1
4,236,1
5,237,1
6,67,2
7,146,2
8,189,2
9,193,2
10,197,2
11,224,2
12,102,3
13,184,3
14,190,3
15,191,3
16,212,3
17,232,3
18,239,4
19,240,4
20,243,4
21,244,4
22,249,4
23,250,4
24,26,5
25,68,5
26,144,5
27,161,5
28,198,5
29,45,6
30,95,6
31,109,6
32,133,6
33,148,6
34,235,6
35,60,7
36,80,7
37,104,7
38,152,7
39,178,7
40,204,7
41,75,8
42,98,8
43,114,8
44,141,8
45,148,8
46,189,8
47,99,9
48,105,9
49,171,9
50,210,9
51,241,9
52,245,9
53,59,10
54,116,10
55,156,10
56,241,10
57,245,10
58,246,10
59,47,11
60,229,11
61,238,11
62,242,11
63,248,11
64,250,11
65,116,12
66,171,12
67,177,12
68,183,12
69,210,12
70,245,12
71,74,13
72,81,13
73,82,13
74,148,13
75,168,13
76,235,13
77,35,14
78,61,14
79,162,14
80,195,14
81,197,14
82,224,14
83,153,15
84,169,15
85,194,15
86,223,15
87,228,15
88,230,15
89,54,16
90,76,16
91,94,16
92,107,16
93,38,17
94,52,17
95,64,17
96,88,17
97,196,17
98,71,18
99,115,18
100,128,18
101,162,18
102,203,18
103,214,18
104,118,19
105,153,19
106,183,19
107,231,19
108,241,19
109,245,19
110,29,20
111,34,20
112,127,20
113,130,20
114,159,20
115,193,20
116,22,21
117,124,21
118,148,21
119,212,21
120,235,21
121,243,21
122,72,22
123,118,22
124,124,22
125,232,22
126,235,22
127,53,23
128,152,23
129,178,23
130,204,23
131,210,23
132,228,23
133,156,24
134,173,24
135,183,24
136,210,24
137,241,24
138,245,24
139,36,25
140,60,25
141,101,25
142,178,25
143,204,25
144,244,25
145,43,26
146,111,26
147,135,26
148,144,26
149,161,26
150,90,27
151,171,27
152,210,27
153,233,27
154,241,27
155,245,27
156,41,28
157,131,28
158,177,28
159,181,28
160,221,28
161,224,28
162,34,29
163,47,29
164,127,29
165,159,29
166,193,29
167,138,30
168,184,30
169,191,30
170,202,30
171,214,30
172,234,30
173,40,31
174,138,31
175,142,31
176,202,31
177,214,31
178,234,31
179,43,32
180,68,32
181,135,32
182,144,32
183,161,32
184,199,32
185,39,33
186,123,33
187,128,33
188,162,33
189,170,33
190,179,33
191,127,34
192,159,34
193,193,34
194,245,34
195,177,35
196,195,35
197,197,35
198,224,35
199,234,35
200,53,36
201,104,36
202,152,36
203,178,36
204,204,36
205,87,37
206,96,37
207,98,37
208,141,37
209,163,37
210,202,37
211,52,38
212,64,38
213,80,38
214,88,38
215,211,38
216,63,39
217,68,39
218,135,39
219,144,39
220,161,39
221,182,40
222,214,40
223,234,40
224,239,40
225,249,40
226,86,41
227,129,41
228,157,41
229,177,41
230,239,41
231,63,42
232,171,42
233,182,42
234,202,42
235,214,42
236,234,42
237,135,43
238,140,43
239,144,43
240,161,43
241,166,44
242,216,44
243,217,44
244,225,44
245,236,44
246,237,44
247,90,45
248,133,45
249,168,45
250,224,45
251,235,45
252,133,46
253,173,46
254,180,46
255,222,46
256,227,46
257,247,46
258,117,47
259,150,47
260,192,47
261,246,47
262,54,48
263,216,48
264,217,48
265,225,48
266,236,48
267,237,48
268,58,49
269,130,49
270,202,49
271,214,49
272,234,49
273,249,49
274,100,50
275,112,50
276,191,50
277,212,50
278,220,50
279,232,50
280,53,51
281,216,51
282,217,51
283,225,51
284,236,51
285,237,51
286,64,52
287,86,52
288,88,52
289,217,52
290,101,53
291,152,53
292,178,53
293,204,53
294,76,54
295,107,54
296,192,54
297,59,55
298,208,55
299,239,55
300,240,55
301,243,55
302,244,55
303,249,55
304,60,56
305,110,56
306,154,56
307,188,56
308,191,56
309,212,56
310,232,56
311,96,57
312,114,57
313,160,57
314,162,57
315,172,57
316,175,57
317,190,57
318,128,58
319,142,58
320,147,58
321,160,58
322,162,58
323,203,58
324,99,59
325,166,59
326,210,59
327,241,59
328,245,59
329,84,60
330,101,60
331,125,60
332,204,60
333,66,61
334,136,61
335,149,61
336,206,61
337,105,62
338,196,62
339,239,62
340,240,62
341,243,62
342,244,62
343,249,62
344,158,63
345,180,63
346,182,63
347,202,63
348,234,63
349,88,64
350,113,64
351,198,65
352,200,65
353,207,65
354,215,65
355,221,65
356,226,65
357,233,65
358,130,66
359,136,66
360,149,66
361,206,66
362,129,67
363,140,67
364,181,67
365,195,67
366,224,67
367,247,67
368,135,68
369,144,68
370,161,68
371,190,68
372,151,69
373,173,69
374,180,69
375,227,69
376,233,69
377,244,69
378,247,69
379,164,70
380,165,70
381,196,70
382,203,70
383,205,70
384,222,70
385,231,70
386,167,71
387,198,71
388,200,71
389,207,71
390,226,71
391,233,71
392,81,72
393,82,72
394,124,72
395,168,72
396,235,72
397,245,72
398,139,73
399,154,73
400,155,73
401,176,73
402,187,73
403,218,73
404,220,73
405,131,74
406,155,74
407,174,74
408,176,74
409,187,74
410,220,74
411,87,75
412,138,75
413,141,75
414,163,75
415,172,75
416,175,75
417,107,76
418,179,76
419,184,76
420,89,77
421,143,77
422,151,77
423,205,77
424,222,77
425,230,77
426,231,77
427,84,78
428,103,78
429,119,78
430,169,78
431,194,78
432,223,78
433,230,78
434,155,79
435,221,79
436,229,79
437,238,79
438,242,79
439,248,79
440,250,79
441,84,80
442,101,80
443,152,80
444,178,80
445,204,80
446,148,81
447,168,81
448,188,81
449,195,81
450,235,81
451,90,82
452,124,82
453,168,82
454,187,82
455,235,82
456,112,83
457,184,83
458,188,83
459,212,83
460,216,83
461,232,83
462,247,83
463,101,84
464,128,84
465,152,84
466,204,84
467,95,85
468,120,85
469,158,85
470,170,85
471,179,85
472,203,85
473,235,85
474,113,86
475,157,86
476,177,86
477,189,86
478,197,86
479,98,87
480,114,87
481,134,87
482,175,87
483,236,87
484,188,88
485,165,89
486,196,89
487,205,89
488,222,89
489,231,89
490,238,89
491,133,90
492,148,90
493,168,90
494,235,90
495,100,91
496,187,91
497,188,91
498,190,91
499,191,91
500,208,91
501,232,91
502,114,92
503,164,92
504,165,92
505,196,92
506,205,92
507,222,92
508,231,92
509,127,93
510,139,93
511,154,93
512,174,93
513,176,93
514,187,93
515,220,93
516,102,94
517,117,94
518,150,94
519,169,94
520,192,94
521,246,94
522,123,95
523,143,95
524,162,95
525,179,95
526,203,95
527,134,96
528,160,96
529,163,96
530,172,96
531,230,96
532,102,97
533,117,97
534,143,97
535,150,97
536,192,97
537,235,97
538,246,97
539,163,98
540,172,98
541,175,98
542,222,98
543,166,99
544,171,99
545,183,99
546,232,99
547,241,99
548,245,99
549,112,100
550,188,100
551,190,100
552,191,100
553,195,100
554,232,100
555,175,101
556,178,101
557,204,101
558,117,102
559,150,102
560,192,102
561,193,102
562,246,102
563,119,103
564,137,103
565,169,103
566,194,103
567,200,103
568,223,103
569,230,103
570,145,104
571,151,104
572,173,104
573,180,104
574,227,104
575,247,104
576,221,105
577,229,105
578,238,105
579,242,105
580,248,105
581,250,105
582,204,106
583,215,106
584,221,106
585,229,106
586,238,106
587,242,106
588,248,106
589,250,106
590,136,107
591,197,107
592,208,108
593,223,108
594,228,108
595,239,108
596,240,108
597,243,108
598,244,108
599,249,108
600,213,109
601,216,109
602,217,109
603,218,109
604,225,109
605,236,109
606,237,109
607,112,110
608,121,110
609,174,110
610,184,110
611,190,110
612,212,110
613,232,110
614,143,111
615,159,111
616,164,111
617,196,111
618,205,111
619,222,111
620,231,111
621,190,112
622,211,112
623,212,112
624,232,112
625,129,113
626,131,113
627,149,113
628,160,113
629,195,113
630,224,113
631,134,114
632,163,114
633,172,114
634,175,114
635,123,115
636,142,115
637,170,115
638,179,115
639,182,115
640,203,115
641,221,115
642,153,116
643,183,116
644,210,116
645,240,116
646,241,116
647,245,116
648,142,117
649,150,117
650,192,117
651,246,117
652,130,118
653,158,118
654,182,118
655,202,118
656,214,118
657,234,118
658,122,119
659,137,119
660,169,119
661,194,119
662,223,119
663,230,119
664,123,120
665,128,120
666,142,120
667,170,120
668,176,120
669,179,120
670,203,120
671,226,120
672,184,121
673,188,121
674,190,121
675,191,121
676,195,121
677,212,121
678,232,121
679,242,121
680,125,122
681,132,122
682,167,122
683,198,122
684,200,122
685,207,122
686,226,122
687,233,122
688,142,123
689,170,123
690,203,123
691,213,123
692,222,123
693,133,124
694,148,124
695,168,124
696,235,124
697,240,124
698,167,125
699,198,125
700,200,125
701,207,125
702,226,125
703,233,125
704,247,125
705,146,127
706,159,127
707,193,127
708,170,128
709,179,128
710,184,128
711,203,128
712,157,129
713,188,129
714,189,129
715,195,129
716,218,129
717,224,129
718,158,130
719,182,130
720,202,130
721,214,130
722,234,130
723,160,131
724,177,131
725,189,131
726,192,131
727,195,131
728,197,131
729,167,132
730,198,132
731,200,132
732,207,132
733,217,132
734,226,132
735,233,132
736,236,132
737,148,133
738,168,133
739,224,133
740,235,133
741,141,134
742,163,134
743,172,134
744,175,134
745,204,134
746,246,134
747,144,135
748,161,135
749,165,135
750,212,135
751,149,136
752,175,136
753,206,136
754,140,137
755,141,137
756,163,137
757,169,137
758,194,137
759,223,137
760,230,137
761,158,138
762,182,138
763,202,138
764,214,138
765,234,138
766,246,138
767,151,139
768,154,139
769,155,139
770,174,139
771,176,139
772,187,139
773,220,139
774,169,140
775,177,140
776,194,140
777,223,140
778,230,140
779,163,141
780,164,141
781,172,141
782,175,141
783,162,142
784,170,142
785,179,142
786,203,142
787,164,143
788,165,143
789,196,143
790,205,143
791,222,143
792,231,143
793,161,144
794,228,144
795,239,144
796,151,145
797,173,145
798,180,145
799,216,145
800,227,145
801,236,145
802,247,145
803,157,146
804,160,146
805,181,146
806,189,146
807,195,146
808,197,146
809,224,146
810,225,146
811,176,147
812,208,147
813,218,147
814,228,147
815,239,147
816,240,147
817,243,147
818,244,147
819,249,147
820,187,148
821,235,148
822,181,149
823,206,149
824,183,150
825,192,150
826,194,150
827,246,150
828,173,151
829,180,151
830,227,151
831,247,151
832,153,152
833,178,152
834,204,152
835,249,152
836,156,153
837,166,153
838,183,153
839,210,153
840,241,153
841,245,153
842,155,154
843,174,154
844,176,154
845,187,154
846,219,154
847,220,154
848,174,155
849,176,155
850,187,155
851,194,155
852,220,155
