node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,4
7,6
8,7
9,8
10,9
11,7
12,8
13,4
14,2
15,9
16,10
17,11
18,12
19,13
20,10
21,13
22,4
23,9
24,14
25,6
26,5
27,15
28,2
29,13
30,16
31,16
32,3
33,12
34,13
35,2
36,9
37,8
38,11
39,5
40,16
41,2
42,16
43,5
44,1
45,17
46,14
47,15
48,1
49,16
50,3
51,1
52,11
53,9
54,10
55,4
56,3
57,7
58,16
59,8
60,6
61,15
62,15
63,16
64,11
65,14
66,15
67,2
68,3
69,14
70,18
71,14
72,4
73,17
74,17
75,7
76,8
77,18
78,9
79,10
80,6
81,4
82,19
83,3
84,6
85,12
86,2
87,7
88,11
89,14
90,19
91,3
92,18
93,17
94,7
95,12
96,7
97,7
98,7
99,8
100,3
101,6
102,7
103,9
104,14
105,10
106,10
107,10
108,4
109,1
110,3
111,18
112,3
113,2
114,7
115,12
116,8
117,7
118,16
119,9
120,12
121,3
122,14
123,8
124,2
125,14
126,2
127,13
128,2
129,8
130,11
131,2
132,14
133,4
134,7
135,5
136,1
137,9
138,16
139,17
140,9
141,7
142,10
143,12
144,5
145,14
146,2
147,4
148,4
149,15
150,7
151,14
152,9
153,8
154,17
155,17
156,8
157,17
158,18
159,13
160,2
161,5
162,12
163,7
164,18
165,18
166,8
167,14
168,4
169,9
170,12
171,8
172,10
173,14
174,17
175,7
176,17
177,2
178,6
179,12
180,14
181,2
182,16
183,8
184,3
185,1
186,1
187,17
188,3
189,2
190,3
191,3
192,7
193,10
194,9
195,2
196,0
197,2
198,14
199,4
200,14
201,4
202,16
203,12
204,6
205,18
206,15
207,14
208,7
209,10
210,8
211,10
212,3
213,1
214,16
215,10
216,1
217,1
218,4
219,1
220,16
221,10
222,12
223,9
224,2
225,1
226,14
227,14
228,4
229,10
230,9
231,18
232,3
233,14
234,16
235,4
236,1
237,1
238,10
239,4
240,4
241,8
242,10
243,4
244,4
245,8
246,7
247,14
248,10
249,4
250,10
