node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,9
11,10
12,9
13,11
14,2
15,5
16,12
17,13
18,14
19,9
20,3
21,11
22,11
23,7
24,9
25,7
26,5
27,9
28,2
29,15
30,16
31,16
32,5
33,14
34,15
35,2
36,7
37,8
38,17
39,5
40,16
41,2
42,18
43,5
44,19
45,11
46,6
47,18
48,19
49,16
50,3
51,19
52,13
53,7
54,12
55,4
56,5
57,8
58,14
59,9
60,7
61,5
62,4
63,16
64,13
65,20
66,1
67,2
68,5
69,6
70,21
71,20
72,11
73,22
74,22
75,8
76,12
77,12
78,5
79,10
80,9
81,11
82,11
83,3
84,7
85,14
86,2
87,8
88,13
89,21
90,11
91,3
92,21
93,5
94,13
95,14
96,8
97,18
98,8
99,9
100,3
101,15
102,18
103,5
104,6
105,10
106,14
107,12
108,4
109,19
110,3
111,21
112,3
113,2
114,8
115,14
116,9
117,18
118,16
119,7
120,14
121,3
122,12
123,14
124,11
125,20
126,5
127,15
128,14
129,2
130,16
131,2
132,20
133,11
134,8
135,5
136,1
137,5
138,16
139,22
140,5
141,8
142,18
143,21
144,5
145,6
146,2
147,4
148,11
149,1
150,18
151,6
152,7
153,9
154,18
155,22
156,9
157,2
158,16
159,15
160,2
161,1
162,14
163,8
164,21
165,21
166,9
167,20
168,11
169,5
170,14
171,9
172,8
173,6
174,5
175,8
176,22
177,5
178,7
179,14
180,6
181,2
182,16
183,9
184,3
185,19
186,19
187,22
188,3
189,2
190,22
191,3
192,18
193,15
194,5
195,2
196,21
197,2
198,22
199,4
200,20
201,4
202,16
203,14
204,7
205,21
206,1
207,20
208,4
209,10
210,9
211,10
212,16
213,19
214,16
215,10
216,19
217,19
218,4
219,4
220,22
221,10
222,1
223,5
224,10
225,19
226,20
227,6
228,4
229,10
230,5
231,21
232,3
233,20
234,2
235,11
236,19
237,19
238,10
239,4
240,4
241,9
242,10
243,4
244,4
245,9
246,18
247,6
248,10
249,4
250,10
