edge_id,node1,node2
1,103,1
2,130,1
3,137,1
4,187,1
5,189,1
6,218,1
7,16,2
8,86,2
9,131,2
10,149,2
11,181,2
12,197,2
13,23,3
14,76,3
15,77,3
16,107,3
17,122,3
18,139,3
19,74,4
20,239,4
21,241,4
22,243,4
23,244,4
24,249,4
25,10,5
26,19,5
27,26,5
28,39,5
29,135,5
30,233,5
31,51,6
32,85,6
33,136,6
34,148,6
35,149,6
36,161,6
37,41,7
38,50,7
39,108,7
40,117,7
41,162,7
42,246,7
43,134,8
44,172,8
45,175,8
46,180,8
47,182,8
48,191,8
49,12,9
50,40,9
51,116,9
52,129,9
53,156,9
54,242,9
55,32,10
56,39,10
57,61,10
58,135,10
59,191,10
60,21,11
61,106,11
62,158,11
63,159,11
64,203,11
65,206,11
66,59,12
67,116,12
68,129,12
69,140,12
70,156,12
71,90,13
72,171,13
73,177,13
74,190,13
75,194,13
76,198,13
77,68,14
78,143,14
79,165,14
80,196,14
81,225,14
82,247,14
83,89,15
84,103,15
85,130,15
86,167,15
87,187,15
88,189,15
89,67,16
90,157,16
91,181,16
92,197,16
93,246,16
94,234,17
95,239,17
96,241,17
97,243,17
98,244,17
99,249,17
100,131,18
101,194,18
102,200,18
103,204,18
104,207,18
105,232,18
106,26,19
107,32,19
108,61,19
109,186,19
110,199,19
111,48,20
112,66,20
113,88,20
114,100,20
115,127,20
116,233,20
117,143,21
118,164,21
119,165,21
120,196,21
121,231,21
122,36,22
123,69,22
124,75,22
125,124,22
126,168,22
127,216,22
128,145,23
129,151,23
130,180,23
131,188,23
132,250,23
133,76,24
134,106,24
135,123,24
136,146,24
137,203,24
138,206,24
139,50,25
140,64,25
141,77,25
142,108,25
143,117,25
144,162,25
145,43,26
146,61,26
147,135,26
148,187,26
149,57,27
150,59,27
151,108,27
152,116,27
153,156,27
154,190,27
155,34,28
156,38,28
157,119,28
158,131,28
159,181,28
160,197,28
161,197,29
162,234,29
163,239,29
164,243,29
165,244,29
166,249,29
167,40,30
168,58,30
169,83,30
170,97,30
171,142,30
172,179,30
173,145,31
174,174,31
175,202,31
176,212,31
177,214,31
178,220,31
179,43,32
180,61,32
181,135,32
182,233,32
183,188,33
184,234,33
185,241,33
186,243,33
187,244,33
188,249,33
189,119,34
190,131,34
191,157,34
192,197,34
193,203,34
194,36,35
195,75,35
196,118,35
197,124,35
198,133,35
199,168,35
200,82,36
201,138,36
202,168,36
203,243,36
204,87,37
205,111,37
206,163,37
207,172,37
208,175,37
209,191,37
210,39,38
211,131,38
212,157,38
213,197,38
214,229,38
215,43,39
216,130,39
217,135,39
218,59,40
219,116,40
220,129,40
221,156,40
222,50,41
223,60,41
224,152,41
225,162,41
226,189,41
227,118,42
228,147,42
229,150,42
230,154,42
231,179,42
232,234,42
233,61,43
234,135,43
235,218,43
236,67,44
237,225,44
238,226,44
239,233,44
240,236,44
241,237,44
242,120,45
243,176,45
244,177,45
245,190,45
246,198,45
247,220,45
248,52,46
249,82,46
250,124,46
251,127,46
252,133,46
253,168,46
254,49,47
255,142,47
256,154,47
257,179,47
258,188,47
259,191,47
260,63,48
261,66,48
262,70,48
263,127,48
264,192,48
265,94,49
266,147,49
267,150,49
268,154,49
269,211,49
270,108,50
271,152,50
272,238,50
273,56,51
274,149,51
275,160,51
276,161,51
277,239,51
278,111,52
279,115,52
280,164,52
281,196,52
282,214,52
283,171,53
284,173,53
285,178,53
286,183,53
287,186,53
288,193,53
289,195,53
290,105,54
291,107,54
292,113,54
293,122,54
294,132,54
295,139,54
296,248,54
297,85,55
298,102,55
299,136,55
300,149,55
301,160,55
302,161,55
303,215,55
304,136,56
305,149,56
306,160,56
307,161,56
308,202,56
309,246,56
310,59,57
311,116,57
312,129,57
313,156,57
314,162,57
315,244,57
316,118,58
317,147,58
318,150,58
319,179,58
320,189,58
321,190,58
322,129,59
323,156,59
324,226,59
325,64,60
326,117,60
327,152,60
328,162,60
329,177,60
330,183,60
331,135,61
332,212,61
333,153,62
334,166,62
335,194,62
336,200,62
337,204,62
338,207,62
339,219,62
340,89,63
341,100,63
342,101,63
343,105,63
344,127,63
345,132,63
346,108,64
347,117,64
348,152,64
349,162,64
350,165,64
351,80,65
352,90,65
353,110,65
354,112,65
355,126,65
356,141,65
357,152,65
358,88,66
359,89,66
360,100,66
361,101,66
362,247,66
363,119,67
364,157,67
365,181,67
366,197,67
367,217,67
368,92,68
369,143,68
370,164,68
371,165,68
372,196,68
373,200,68
374,159,69
375,173,69
376,178,69
377,186,69
378,193,69
379,195,69
380,173,70
381,178,70
382,183,70
383,186,70
384,193,70
385,195,70
386,166,71
387,167,71
388,194,71
389,200,71
390,204,71
391,207,71
392,239,71
393,78,72
394,103,72
395,137,72
396,140,72
397,187,72
398,189,72
399,236,72
400,155,73
401,171,73
402,176,73
403,177,73
404,190,73
405,193,73
406,198,73
407,185,74
408,195,74
409,202,74
410,212,74
411,214,74
412,220,74
413,81,75
414,124,75
415,133,75
416,168,75
417,227,75
418,86,76
419,122,76
420,132,76
421,139,76
422,230,76
423,105,77
424,122,77
425,132,77
426,139,77
427,144,77
428,93,78
429,130,78
430,137,78
431,187,78
432,189,78
433,206,78
434,144,79
435,145,79
436,155,79
437,169,79
438,180,79
439,184,79
440,188,79
441,83,80
442,91,80
443,112,80
444,126,80
445,136,80
446,141,80
447,82,81
448,84,81
449,124,81
450,133,81
451,168,81
452,181,81
453,124,82
454,133,82
455,168,82
456,199,82
457,110,83
458,112,83
459,126,83
460,132,83
461,141,83
462,91,84
463,167,84
464,194,84
465,200,84
466,204,84
467,207,84
468,102,85
469,160,85
470,161,85
471,189,85
472,206,85
473,119,86
474,131,86
475,157,86
476,181,86
477,197,86
478,114,87
479,163,87
480,172,87
481,175,87
482,191,87
483,212,87
484,89,88
485,100,88
486,101,88
487,127,88
488,222,88
489,100,89
490,101,89
491,127,89
492,171,90
493,176,90
494,177,90
495,190,90
496,198,90
497,110,91
498,112,91
499,126,91
500,141,91
501,232,91
502,111,92
503,121,92
504,143,92
505,164,92
506,165,92
507,196,92
508,130,93
509,137,93
510,140,93
511,187,93
512,188,93
513,189,93
514,144,94
515,169,94
516,180,94
517,181,94
518,184,94
519,188,94
520,106,95
521,128,95
522,152,95
523,158,95
524,170,95
525,203,95
526,206,95
527,97,96
528,98,96
529,114,96
530,125,96
531,134,96
532,163,96
533,191,96
534,142,97
535,147,97
536,154,97
537,179,97
538,184,97
539,125,98
540,134,98
541,163,98
542,172,98
543,175,98
544,191,98
545,125,99
546,166,99
547,167,99
548,194,99
549,200,99
550,204,99
551,207,99
552,250,99
553,101,100
554,127,100
555,136,100
556,102,101
557,120,101
558,127,101
559,106,102
560,136,102
561,149,102
562,160,102
563,161,102
564,137,103
565,140,103
566,174,103
567,187,103
568,189,103
569,145,104
570,151,104
571,168,104
572,169,104
573,180,104
574,184,104
575,188,104
576,222,104
577,107,105
578,122,105
579,132,105
580,139,105
581,233,105
582,158,106
583,170,106
584,203,106
585,206,106
586,122,107
587,132,107
588,139,107
589,145,107
590,245,107
591,117,108
592,152,108
593,162,108
594,221,109
595,225,109
596,226,109
597,227,109
598,232,109
599,233,109
600,236,109
601,237,109
602,112,110
603,126,110
604,141,110
605,200,110
606,220,110
607,115,111
608,164,111
609,165,111
610,196,111
611,217,111
612,126,112
613,141,112
614,205,112
615,120,113
616,182,113
617,192,113
618,202,113
619,212,113
620,214,113
621,220,113
622,134,114
623,163,114
624,172,114
625,175,114
626,191,114
627,198,114
628,143,115
629,164,115
630,165,115
631,196,115
632,203,115
633,209,115
634,129,116
635,156,116
636,226,116
637,152,117
638,162,117
639,245,117
640,142,118
641,147,118
642,150,118
643,154,118
644,243,118
645,157,119
646,181,119
647,187,119
648,197,119
649,155,120
650,171,120
651,176,120
652,177,120
653,190,120
654,198,120
655,127,121
656,148,121
657,173,121
658,178,121
659,183,121
660,186,121
661,193,121
662,195,121
663,132,122
664,139,122
665,140,122
666,128,123
667,146,123
668,159,123
669,170,123
670,203,123
671,206,123
672,230,123
673,245,123
674,133,124
675,168,124
676,235,124
677,166,125
678,167,125
679,194,125
680,200,125
681,204,125
682,207,125
683,141,126
684,198,126
685,214,126
686,146,128
687,159,128
688,170,128
689,195,128
690,203,128
691,206,128
692,242,128
693,156,129
694,243,129
695,247,129
696,140,130
697,187,130
698,189,130
699,224,130
700,181,131
701,197,131
702,240,131
703,139,132
704,135,133
705,168,133
706,226,133
707,163,134
708,172,134
709,175,134
710,191,134
711,235,134
712,241,135
713,149,136
714,160,136
715,161,136
716,140,137
717,187,137
718,189,137
719,236,137
720,182,138
721,185,138
722,192,138
723,198,138
724,202,138
725,212,138
726,214,138
727,220,138
728,217,139
729,187,140
730,189,140
731,171,141
732,210,141
733,144,142
734,147,142
735,150,142
736,154,142
737,179,142
738,232,142
739,164,143
740,165,143
741,186,143
742,196,143
743,235,143
744,145,144
745,151,144
746,169,144
747,180,144
748,184,144
749,188,144
750,151,145
751,169,145
752,184,145
753,188,145
754,158,146
755,159,146
756,170,146
757,203,146
758,206,146
759,219,146
760,221,146
761,150,147
762,179,147
763,182,147
764,223,147
765,173,148
766,178,148
767,183,148
768,186,148
769,193,148
770,195,148
771,215,148
772,160,149
773,161,149
774,244,149
775,154,150
776,179,150
777,214,150
778,247,150
779,154,151
780,169,151
781,180,151
782,184,151
783,188,151
784,205,151
785,162,152
786,175,152
787,174,153
788,182,153
789,185,153
790,192,153
791,202,153
792,212,153
793,214,153
794,220,153
795,238,153
796,179,154
797,228,154
798,171,155
799,176,155
800,177,155
801,190,155
802,196,155
803,198,155
804,237,155
805,166,156
806,205,156
807,160,157
808,181,157
809,197,157
810,208,157
811,159,158
812,170,158
813,203,158
814,204,158
815,206,158
816,248,158
817,170,159
818,203,159
819,206,159
820,241,159
821,161,160
822,203,160
823,250,160
824,163,161
825,192,161
826,165,162
827,228,162
828,172,163
829,174,163
830,175,163
831,191,163
832,165,164
833,196,164
834,248,164
835,249,164
836,196,165
837,167,166
838,194,166
839,204,166
840,207,166
841,209,166
842,224,166
843,194,167
844,200,167
845,204,167
846,207,167
847,237,167
848,179,168
849,176,169
850,180,169
851,184,169
852,188,169
853,235,169
854,203,170
855,206,170
856,220,170
857,230,170
858,176,171
859,177,171
860,190,171
861,198,171
862,175,172
863,191,172
864,201,172
865,237,172
866,174,173
867,178,173
868,183,173
869,186,173
870,193,173
871,195,173
872,210,173
873,182,174
874,185,174
875,192,174
876,202,174
877,212,174
878,214,174
879,220,174
880,191,175
881,208,175
882,241,175
883,177,176
884,187,176
885,190,176
886,198,176
887,246,176
888,190,177
889,198,177
890,223,177
891,180,178
892,183,178
893,186,178
894,191,178
895,193,178
896,195,178
897,192,179
898,213,179
899,184,180
900,188,180
901,250,180
902,184,181
903,197,181
904,185,182
905,192,182
906,202,182
907,212,182
908,214,182
909,220,182
910,186,183
911,193,183
912,195,183
913,242,183
914,188,184
915,225,184
916,192,185
917,202,185
918,212,185
919,214,185
920,220,185
921,240,185
922,241,185
923,193,186
924,195,186
925,189,187
926,198,190
927,242,190
928,202,192
929,212,192
930,214,192
931,220,192
932,195,193
933,236,193
934,248,193
935,200,194
936,204,194
937,207,194
938,234,194
939,240,195
940,199,196
941,223,196
942,201,197
943,201,199
944,218,199
945,219,199
946,228,199
947,234,199
948,239,199
949,240,199
950,241,199
951,243,199
952,244,199
953,249,199
954,204,200
955,207,200
956,222,200
957,238,200
958,205,201
959,218,201
960,219,201
961,228,201
962,234,201
963,239,201
964,240,201
965,241,201
966,243,201
967,244,201
968,249,201
969,212,202
970,214,202
971,220,202
972,231,202
973,206,203
974,207,204
975,238,204
976,244,204
977,218,205
978,219,205
979,228,205
980,234,205
981,239,205
982,240,205
983,241,205
984,243,205
985,244,205
986,249,205
987,228,206
988,209,207
989,219,207
990,221,207
991,211,208
992,213,208
993,216,208
994,217,208
995,222,208
996,223,208
997,225,208
998,226,208
999,227,208
1000,232,208
1001,233,208
1002,236,208
1003,237,208
1004,210,209
1005,211,209
1006,229,209
1007,230,209
1008,231,209
1009,238,209
1010,242,209
1011,245,209
1012,246,209
1013,247,209
1014,248,209
1015,250,209
1016,215,210
1017,221,210
1018,229,210
1019,230,210
1020,231,210
1021,236,210
1022,242,210
1023,245,210
1024,246,210
1025,247,210
1026,248,210
1027,250,210
1028,213,211
1029,221,211
1030,224,211
1031,231,211
1032,235,211
1033,238,211
1034,242,211
1035,245,211
1036,246,211
1037,247,211
1038,248,211
1039,250,211
1040,214,212
1041,220,212
1042,225,212
1043,216,213
1044,217,213
1045,218,213
1046,222,213
1047,223,213
1048,225,213
1049,226,213
1050,227,213
1051,232,213
1052,233,213
1053,236,213
1054,237,213
1055,220,214
1056,232,214
1057,221,215
1058,224,215
1059,229,215
1060,231,215
1061,235,215
1062,237,215
1063,238,215
1064,242,215
1065,245,215
1066,246,215
1067,247,215
1068,248,215
1069,250,215
1070,217,216
1071,222,216
1072,223,216
1073,224,216
1074,225,216
1075,226,216
1076,227,216
1077,232,216
1078,233,216
1079,236,216
1080,237,216
1081,244,216
1082,222,217
1083,223,217
1084,225,217
1085,226,217
1086,227,217
1087,232,217
1088,233,217
1089,236,217
1090,237,217
1091,219,218
1092,228,218
1093,234,218
1094,239,218
1095,240,218
1096,241,218
1097,243,218
1098,244,218
1099,249,218
1100,228,219
1101,234,219
1102,239,219
1103,240,219
1104,241,219
1105,243,219
1106,244,219
1107,249,219
1108,249,220
1109,224,221
1110,229,221
1111,230,221
1112,231,221
1113,235,221
1114,238,221
1115,245,221
1116,246,221
1117,247,221
1118,248,221
1119,250,221
1120,223,222
1121,225,222
1122,226,222
1123,227,222
1124,232,222
1125,233,222
1126,236,222
1127,237,222
1128,239,222
1129,225,223
1130,226,223
1131,227,223
1132,232,223
1133,233,223
1134,234,223
1135,236,223
1136,237,223
1137,229,224
1138,230,224
1139,231,224
1140,235,224
1141,238,224
1142,242,224
1143,245,224
1144,246,224
1145,247,224
1146,248,224
1147,250,224
1148,226,225
1149,227,225
1150,232,225
1151,233,225
1152,236,225
1153,237,225
1154,227,226
1155,232,226
1156,233,226
1157,236,226
1158,237,226
1159,232,227
1160,233,227
1161,236,227
1162,237,227
1163,239,227
1164,249,227
1165,230,228
1166,234,228
1167,239,228
1168,240,228
1169,241,228
1170,243,228
1171,244,228
1172,249,228
1173,230,229
1174,231,229
1175,235,229
1176,238,229
1177,242,229
1178,243,229
1179,245,229
1180,246,229
1181,247,229
1182,248,229
1183,249,229
1184,250,229
1185,231,230
1186,235,230
1187,238,230
1188,242,230
1189,245,230
1190,246,230
1191,247,230
1192,248,230
1193,250,230
1194,235,231
1195,238,231
1196,242,231
1197,245,231
1198,246,231
1199,247,231
1200,248,231
1201,250,231
1202,233,232
1203,236,232
1204,237,232
1205,236,233
1206,237,233
1207,239,234
1208,240,234
1209,241,234
1210,243,234
1211,244,234
1212,249,234
1213,238,235
1214,242,235
1215,245,235
1216,246,235
1217,247,235
1218,248,235
1219,250,235
1220,237,236
1221,242,238
1222,245,238
1223,246,238
1224,247,238
1225,248,238
1226,250,238
1227,240,239
1228,241,239
1229,243,239
1230,244,239
1231,249,239
1232,241,240
1233,243,240
1234,244,240
1235,245,240
1236,249,240
1237,243,241
1238,244,241
1239,249,241
1240,245,242
1241,246,242
1242,247,242
1243,248,242
1244,250,242
1245,244,243
1246,249,243
1247,249,244
1248,246,245
1249,247,245
1250,248,245
1251,250,245
1252,247,246
1253,248,246
1254,250,246
1255,248,247
1256,250,247
1257,250,248
