node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,9
11,10
12,9
13,11
14,2
15,12
16,13
17,14
18,11
19,9
20,3
21,11
22,2
23,7
24,9
25,4
26,5
27,9
28,2
29,10
30,9
31,9
32,5
33,11
34,10
35,2
36,7
37,2
38,0
39,15
40,16
41,2
42,8
43,5
44,17
45,11
46,6
47,8
48,17
49,16
50,3
51,17
52,14
53,7
54,13
55,4
56,15
57,2
58,11
59,9
60,7
61,5
62,4
63,4
64,14
65,10
66,1
67,2
68,5
69,6
70,15
71,10
72,11
73,11
74,11
75,2
76,13
77,13
78,12
79,10
80,9
81,2
82,11
83,3
84,7
85,11
86,2
87,2
88,14
89,15
90,11
91,3
92,15
93,12
94,14
95,11
96,2
97,10
98,2
99,9
100,3
101,10
102,10
103,12
104,6
105,10
106,11
107,13
108,4
109,17
110,3
111,15
112,3
113,2
114,2
115,11
116,9
117,10
118,16
119,7
120,11
121,9
122,13
123,11
124,11
125,10
126,12
127,10
128,11
129,2
130,16
131,2
132,10
133,11
134,2
135,15
136,1
137,15
138,16
139,11
140,12
141,2
142,10
143,15
144,15
145,6
146,2
147,4
148,11
149,1
150,8
151,6
152,7
153,9
154,10
155,11
156,9
157,2
158,16
159,10
160,2
161,1
162,11
163,2
164,15
165,15
166,9
167,10
168,11
169,12
170,11
171,9
172,2
173,6
174,15
175,2
176,11
177,12
178,7
179,11
180,6
181,2
182,9
183,9
184,3
185,17
186,17
187,11
188,3
189,2
190,11
191,9
192,8
193,10
194,12
195,2
196,15
197,2
198,11
199,4
200,10
201,4
202,16
203,11
204,7
205,15
206,1
207,10
208,4
209,10
210,9
211,10
212,16
213,17
214,16
215,10
216,17
217,17
218,4
219,4
220,11
221,10
222,1
223,12
224,15
225,17
226,10
227,6
228,4
229,10
230,12
231,15
232,3
233,10
234,2
235,11
236,17
237,17
238,10
239,4
240,4
241,9
242,10
243,4
244,4
245,9
246,8
247,6
248,10
249,4
250,10
