edge_id,node1,node2,intra_inter
1,78,1,1
2,137,1,1
3,140,1,1
4,158,1,-1
5,187,1,1
6,189,1,1
7,38,2,1
8,67,2,1
9,86,2,1
10,181,2,1
11,197,2,1
12,249,2,-1
13,17,3,-1
14,54,3,1
15,105,3,1
16,122,3,1
17,132,3,1
18,139,3,1
19,43,4,-1
20,234,4,1
21,239,4,1
22,243,4,1
23,244,4,1
24,249,4,1
25,19,5,1
26,43,5,1
27,56,5,1
28,144,5,1
29,174,5,1
30,192,5,-1
31,85,6,1
32,89,6,1
33,136,6,1
34,147,6,-1
35,149,6,1
36,195,6,-1
37,50,7,1
38,117,7,1
39,119,7,1
40,152,7,1
41,162,7,1
42,170,7,-1
43,96,8,1
44,114,8,1
45,138,8,-1
46,163,8,1
47,169,8,-1
48,172,8,1
49,59,9,1
50,129,9,1
51,156,9,1
52,210,9,1
53,223,9,-1
54,27,10,1
55,116,10,1
56,129,10,1
57,171,10,1
58,204,10,-1
59,210,10,1
60,106,11,1
61,123,11,1
62,158,11,1
63,203,11,1
64,206,11,1
65,225,11,-1
66,57,12,1
67,97,12,-1
68,99,12,1
69,156,12,1
70,171,12,1
71,210,12,1
72,155,13,1
73,176,13,1
74,177,13,1
75,190,13,1
76,198,13,1
77,215,13,-1
78,44,14,-1
79,153,14,-1
80,165,14,1
81,191,14,1
82,193,14,1
83,196,14,1
84,68,15,-1
85,78,15,1
86,159,15,1
87,187,15,1
88,189,15,1
89,205,15,-1
90,86,16,1
91,131,16,1
92,162,16,-1
93,181,16,1
94,197,16,1
95,234,17,1
96,241,17,1
97,243,17,1
98,244,17,1
99,249,17,1
100,80,18,1
101,100,18,1
102,110,18,1
103,112,18,1
104,150,18,-1
105,200,18,-1
106,39,19,1
107,40,19,-1
108,56,19,1
109,101,19,-1
110,135,19,1
111,36,20,1
112,81,20,1
113,82,20,1
114,101,20,1
115,124,20,1
116,228,20,-1
117,55,21,1
118,149,21,1
119,160,21,1
120,161,21,1
121,180,21,-1
122,249,21,-1
123,23,22,1
124,66,22,1
125,102,22,-1
126,124,22,1
127,133,22,1
128,179,22,-1
129,72,23,1
130,81,23,1
131,124,23,1
132,219,23,-1
133,236,23,-1
134,63,24,-1
135,128,24,1
136,146,24,1
137,170,24,1
138,203,24,1
139,206,24,1
140,64,25,1
141,108,25,1
142,117,25,1
143,152,25,1
144,162,25,1
145,198,25,-1
146,32,26,1
147,43,26,1
148,91,26,-1
149,135,26,1
150,144,26,1
151,174,26,1
152,59,27,1
153,99,27,1
154,170,27,-1
155,173,27,-1
156,210,27,1
157,67,28,1
158,131,28,1
159,157,28,1
160,181,28,1
161,197,28,1
162,223,28,-1
163,183,29,-1
164,234,29,1
165,241,29,1
166,243,29,1
167,244,29,1
168,249,29,1
169,46,30,-1
170,58,30,1
171,118,30,1
172,179,30,1
173,192,30,1
174,210,30,-1
175,185,31,1
176,202,31,1
177,212,31,1
178,214,31,1
179,220,31,1
180,241,31,-1
181,61,32,1
182,135,32,1
183,144,32,1
184,174,32,1
185,192,32,-1
186,157,33,-1
187,239,33,1
188,241,33,1
189,243,33,1
190,244,33,1
191,249,33,1
192,38,34,1
193,131,34,1
194,155,34,-1
195,157,34,1
196,181,34,1
197,197,34,1
198,46,35,1
199,82,35,1
200,83,35,-1
201,88,35,1
202,133,35,1
203,168,35,1
204,63,36,1
205,66,36,1
206,127,36,1
207,168,36,1
208,207,36,-1
209,87,37,1
210,98,37,1
211,115,37,-1
212,134,37,1
213,175,37,1
214,61,38,-1
215,133,38,-1
216,157,38,1
217,197,38,1
218,56,39,1
219,61,39,1
220,135,39,1
221,174,39,1
222,248,39,-1
223,182,40,1
224,202,40,1
225,212,40,1
226,214,40,1
227,220,40,1
228,60,41,1
229,64,41,1
230,108,41,1
231,117,41,1
232,119,41,1
233,156,41,-1
234,107,42,-1
235,118,42,1
236,142,42,1
237,150,42,1
238,179,42,1
239,192,42,1
240,61,43,1
241,144,43,1
242,174,43,1
243,223,44,1
244,225,44,1
245,227,44,1
246,236,44,1
247,237,44,1
248,46,45,1
249,75,45,1
250,82,45,1
251,133,45,1
252,168,45,1
253,220,45,-1
254,82,46,1
255,124,46,1
256,135,46,-1
257,140,47,-1
258,147,47,1
259,154,47,1
260,179,47,1
261,192,47,1
262,235,47,-1
263,226,48,1
264,227,48,1
265,232,48,1
266,233,48,1
267,237,48,1
268,242,48,-1
269,118,49,1
270,147,49,1
271,154,49,1
272,179,49,1
273,193,49,-1
274,221,49,-1
275,64,50,1
276,108,50,1
277,152,50,1
278,162,50,1
279,247,50,-1
280,55,51,1
281,89,51,1
282,102,51,1
283,160,51,1
284,161,51,1
285,216,51,-1
286,67,52,-1
287,68,52,1
288,120,52,-1
289,191,52,1
290,193,52,1
291,196,52,1
292,141,53,1
293,148,53,1
294,155,53,-1
295,173,53,1
296,178,53,1
297,183,53,1
298,195,53,1
299,107,54,1
300,122,54,1
301,126,54,-1
302,132,54,1
303,139,54,1
304,239,54,-1
305,136,55,1
306,149,55,1
307,160,55,1
308,161,55,1
309,242,55,-1
310,105,56,-1
311,115,56,-1
312,144,56,1
313,174,56,1
314,116,57,1
315,156,57,1
316,161,57,-1
317,171,57,1
318,210,57,1
319,242,57,-1
320,97,58,1
321,150,58,1
322,179,58,1
323,192,58,1
324,215,58,-1
325,218,58,-1
326,99,59,1
327,156,59,1
328,171,59,1
329,210,59,1
330,248,59,-1
331,108,60,1
332,111,60,-1
333,117,60,1
334,119,60,1
335,162,60,1
336,168,60,-1
337,135,61,1
338,144,61,1
339,174,61,1
340,65,62,-1
341,186,62,1
342,194,62,1
343,200,62,1
344,204,62,1
345,207,62,1
346,221,62,-1
347,82,63,1
348,88,63,1
349,124,63,1
350,132,63,-1
351,168,63,1
352,104,64,-1
353,119,64,1
354,152,64,1
355,162,64,1
356,83,65,1
357,100,65,1
358,110,65,1
359,112,65,1
360,126,65,1
361,224,65,-1
362,81,66,1
363,101,66,1
364,124,66,1
365,127,66,1
366,202,66,-1
367,157,67,1
368,181,67,1
369,184,67,-1
370,197,67,1
371,111,68,1
372,164,68,1
373,165,68,1
374,191,68,1
375,193,68,1
376,173,69,1
377,178,69,1
378,183,69,1
379,195,69,1
380,212,69,-1
381,230,69,-1
382,121,70,1
383,148,70,1
384,173,70,1
385,178,70,1
386,183,70,1
387,193,70,-1
388,195,70,1
389,167,71,1
390,186,71,1
391,194,71,1
392,200,71,1
393,204,71,1
394,207,71,1
395,223,71,-1
396,82,72,1
397,88,72,1
398,101,72,1
399,127,72,1
400,168,72,1
401,190,72,-1
402,90,73,1
403,155,73,1
404,176,73,1
405,177,73,1
406,190,73,1
407,198,73,1
408,226,73,-1
409,106,74,-1
410,185,74,1
411,202,74,1
412,212,74,1
413,214,74,1
414,220,74,1
415,229,74,-1
416,81,75,1
417,88,75,1
418,101,75,1
419,124,75,1
420,127,75,1
421,168,75,1
422,77,76,1
423,107,76,1
424,122,76,1
425,139,76,1
426,162,76,-1
427,171,76,-1
428,195,76,-1
429,79,77,-1
430,105,77,1
431,122,77,1
432,132,77,1
433,139,77,1
434,195,77,-1
435,103,78,1
436,159,78,1
437,187,78,1
438,189,78,1
439,222,78,-1
440,99,79,-1
441,245,79,1
442,246,79,1
443,247,79,1
444,248,79,1
445,250,79,1
446,83,80,1
447,91,80,1
448,100,80,1
449,110,80,1
450,112,80,1
451,135,80,-1
452,154,81,-1
453,164,81,-1
454,168,81,1
455,160,82,-1
456,91,83,1
457,94,83,-1
458,100,83,1
459,126,83,1
460,126,84,-1
461,171,84,-1
462,186,84,1
463,194,84,1
464,200,84,1
465,204,84,1
466,207,84,1
467,136,85,1
468,149,85,1
469,160,85,1
470,161,85,1
471,206,85,-1
472,221,85,-1
473,131,86,1
474,157,86,1
475,181,86,1
476,197,86,1
477,209,86,-1
478,98,87,1
479,134,87,1
480,175,87,1
481,197,87,-1
482,101,88,1
483,133,88,1
484,184,88,-1
485,92,89,-1
486,102,89,1
487,136,89,1
488,149,89,1
489,161,89,1
490,120,90,1
491,155,90,1
492,176,90,1
493,177,90,1
494,190,90,1
495,198,90,1
496,216,90,-1
497,110,91,1
498,112,91,1
499,126,91,1
500,129,91,-1
501,143,92,1
502,164,92,1
503,165,92,1
504,191,92,1
505,193,92,1
506,196,92,1
507,103,93,1
508,137,93,1
509,140,93,1
510,159,93,1
511,187,93,1
512,189,93,1
513,199,93,-1
514,151,94,1
515,169,94,1
516,180,94,1
517,184,94,1
518,188,94,1
519,207,94,-1
520,106,95,1
521,170,95,1
522,178,95,-1
523,199,95,-1
524,203,95,1
525,206,95,1
526,243,95,-1
527,114,96,1
528,148,96,-1
529,163,96,1
530,172,96,1
531,236,96,-1
532,142,97,1
533,147,97,1
534,150,97,1
535,187,97,-1
536,192,97,1
537,134,98,1
538,175,98,1
539,232,98,-1
540,116,99,1
541,129,99,1
542,171,99,1
543,210,99,1
544,109,100,-1
545,110,100,1
546,112,100,1
547,126,100,1
548,127,101,1
549,138,101,-1
550,136,102,1
551,149,102,1
552,160,102,1
553,161,102,1
554,208,102,-1
555,137,103,1
556,140,103,1
557,159,103,1
558,187,103,1
559,189,103,1
560,211,103,-1
561,145,104,1
562,151,104,1
563,169,104,1
564,180,104,1
565,184,104,1
566,188,104,1
567,209,104,-1
568,107,105,1
569,122,105,1
570,132,105,1
571,139,105,1
572,235,105,-1
573,146,106,1
574,158,106,1
575,170,106,1
576,203,106,1
577,206,106,1
578,122,107,1
579,132,107,1
580,139,107,1
581,205,107,-1
582,117,108,1
583,119,108,1
584,152,108,1
585,217,108,-1
586,157,109,-1
587,216,109,1
588,225,109,1
589,226,109,1
590,232,109,1
591,233,109,1
592,236,109,1
593,112,110,1
594,126,110,1
595,241,110,-1
596,143,111,1
597,164,111,1
598,175,111,-1
599,191,111,1
600,193,111,1
601,196,111,1
602,126,112,1
603,245,112,-1
604,182,113,1
605,185,113,1
606,202,113,1
607,212,113,1
608,214,113,1
609,219,113,-1
610,220,113,1
611,246,113,-1
612,163,114,1
613,172,114,1
614,188,114,-1
615,143,115,1
616,164,115,1
617,165,115,1
618,191,115,1
619,193,115,1
620,196,115,1
621,129,116,1
622,140,116,-1
623,156,116,1
624,171,116,1
625,210,116,1
626,152,117,1
627,162,117,1
628,228,117,-1
629,150,118,1
630,154,118,1
631,186,118,-1
632,191,118,-1
633,192,118,1
634,141,119,-1
635,152,119,1
636,162,119,1
637,155,120,1
638,176,120,1
639,177,120,1
640,190,120,1
641,196,120,-1
642,198,120,1
643,141,121,1
644,148,121,1
645,173,121,1
646,178,121,1
647,183,121,1
648,195,121,1
649,202,121,-1
650,234,121,-1
651,132,122,1
652,139,122,1
653,236,122,-1
654,128,123,1
655,146,123,1
656,158,123,1
657,170,123,1
658,196,123,-1
659,203,123,1
660,206,123,1
661,244,123,-1
662,133,124,1
663,225,124,-1
664,166,125,1
665,167,125,1
666,186,125,1
667,187,125,-1
668,194,125,1
669,200,125,1
670,204,125,1
671,207,125,1
672,228,125,-1
673,177,126,-1
674,133,127,1
675,159,127,-1
676,168,127,1
677,250,127,-1
678,144,128,-1
679,146,128,1
680,158,128,1
681,170,128,1
682,174,128,-1
683,203,128,1
684,206,128,1
685,156,129,1
686,171,129,1
687,210,129,1
688,233,129,-1
689,138,130,1
690,153,130,1
691,182,130,1
692,185,130,1
693,193,130,-1
694,202,130,1
695,212,130,1
696,214,130,1
697,220,130,1
698,157,131,1
699,181,131,1
700,197,131,1
701,209,131,-1
702,214,131,-1
703,137,132,-1
704,139,132,1
705,168,133,1
706,247,133,-1
707,136,134,-1
708,147,134,-1
709,175,134,1
710,144,135,1
711,174,135,1
712,160,136,1
713,161,136,1
714,237,136,-1
715,140,137,1
716,159,137,1
717,187,137,1
718,189,137,1
719,229,137,-1
720,153,138,1
721,182,138,1
722,202,138,1
723,212,138,1
724,214,138,1
725,220,138,1
726,249,139,-1
727,159,140,1
728,187,140,1
729,189,140,1
730,148,141,1
731,173,141,1
732,178,141,1
733,183,141,1
734,195,141,1
735,233,141,-1
736,146,142,-1
737,147,142,1
738,150,142,1
739,154,142,1
740,166,142,-1
741,179,142,1
742,192,142,1
743,246,142,-1
744,164,143,1
745,165,143,1
746,183,143,-1
747,191,143,1
748,193,143,1
749,196,143,1
750,240,143,-1
751,174,144,1
752,224,144,-1
753,151,145,1
754,169,145,1
755,176,145,-1
756,180,145,1
757,184,145,1
758,188,145,1
759,230,145,-1
760,158,146,1
761,170,146,1
762,203,146,1
763,206,146,1
764,231,146,-1
765,150,147,1
766,154,147,1
767,179,147,1
768,192,147,1
769,173,148,1
770,178,148,1
771,183,148,1
772,195,148,1
773,244,148,-1
774,160,149,1
775,161,149,1
776,165,149,-1
777,243,149,-1
778,154,150,1
779,179,150,1
780,210,150,-1
781,169,151,1
782,180,151,1
783,184,151,1
784,188,151,1
785,190,151,-1
786,201,151,-1
787,162,152,1
788,239,152,-1
789,247,152,-1
790,182,153,1
791,185,153,1
792,202,153,1
793,204,153,-1
794,212,153,1
795,214,153,1
796,220,153,1
797,179,154,1
798,192,154,1
799,247,154,-1
800,176,155,1
801,177,155,1
802,190,155,1
803,198,155,1
804,171,156,1
805,210,156,1
806,238,156,-1
807,181,157,1
808,197,157,1
809,170,158,1
810,203,158,1
811,206,158,1
812,236,158,-1
813,187,159,1
814,189,159,1
815,244,159,-1
816,161,160,1
817,162,160,-1
818,186,160,-1
819,176,161,-1
820,172,163,1
821,203,163,-1
822,205,163,-1
823,165,164,1
824,191,164,1
825,193,164,1
826,196,164,1
827,220,164,-1
828,191,165,1
829,193,165,1
830,196,165,1
831,240,165,-1
832,167,166,1
833,186,166,1
834,194,166,1
835,200,166,1
836,204,166,1
837,207,166,1
838,213,166,-1
839,241,166,-1
840,186,167,1
841,194,167,1
842,200,167,1
843,204,167,1
844,207,167,1
845,232,167,-1
846,238,167,-1
847,194,168,-1
848,180,169,1
849,184,169,1
850,188,169,1
851,203,169,-1
852,203,170,1
853,206,170,1
854,210,171,1
855,177,172,-1
856,227,172,-1
857,178,173,1
858,183,173,1
859,195,173,1
860,243,173,-1
861,237,174,-1
862,240,174,-1
863,238,175,-1
864,239,175,-1
865,177,176,1
866,181,176,-1
867,190,176,1
868,198,176,1
869,190,177,1
870,198,177,1
871,180,178,-1
872,183,178,1
873,190,178,-1
874,195,178,1
875,192,179,1
876,204,179,-1
877,184,180,1
878,188,180,1
879,191,180,-1
880,197,181,1
881,226,181,-1
882,231,181,-1
883,185,182,1
884,188,182,-1
