edge_id,node1,node2
1,78,1
2,137,1
3,140,1
4,158,1
5,187,1
6,189,1
7,38,2
8,67,2
9,86,2
10,181,2
11,197,2
12,249,2
13,17,3
14,54,3
15,105,3
16,122,3
17,132,3
18,139,3
19,43,4
20,234,4
21,239,4
22,243,4
23,244,4
24,249,4
25,19,5
26,43,5
27,56,5
28,144,5
29,174,5
30,192,5
31,85,6
32,89,6
33,136,6
34,147,6
35,149,6
36,195,6
37,50,7
38,117,7
39,119,7
40,152,7
41,162,7
42,170,7
43,96,8
44,114,8
45,138,8
46,163,8
47,169,8
48,172,8
49,59,9
50,129,9
51,156,9
52,210,9
53,223,9
54,27,10
55,116,10
56,129,10
57,171,10
58,204,10
59,210,10
60,106,11
61,123,11
62,158,11
63,203,11
64,206,11
65,225,11
66,57,12
67,97,12
68,99,12
69,156,12
70,171,12
71,210,12
72,155,13
73,176,13
74,177,13
75,190,13
76,198,13
77,215,13
78,44,14
79,153,14
80,165,14
81,191,14
82,193,14
83,196,14
84,68,15
85,78,15
86,159,15
87,187,15
88,189,15
89,205,15
90,86,16
91,131,16
92,162,16
93,181,16
94,197,16
95,234,17
96,241,17
97,243,17
98,244,17
99,249,17
100,80,18
101,100,18
102,110,18
103,112,18
104,150,18
105,200,18
106,39,19
107,40,19
108,56,19
109,101,19
110,135,19
111,36,20
112,81,20
113,82,20
114,101,20
115,124,20
116,228,20
117,55,21
118,149,21
119,160,21
120,161,21
121,180,21
122,249,21
123,23,22
124,66,22
125,102,22
126,124,22
127,133,22
128,179,22
129,72,23
130,81,23
131,124,23
132,219,23
133,236,23
134,63,24
135,128,24
136,146,24
137,170,24
138,203,24
139,206,24
140,64,25
141,108,25
142,117,25
143,152,25
144,162,25
145,198,25
146,32,26
147,43,26
148,91,26
149,135,26
150,144,26
151,174,26
152,59,27
153,99,27
154,170,27
155,173,27
156,210,27
157,67,28
158,131,28
159,157,28
160,181,28
161,197,28
162,223,28
163,183,29
164,234,29
165,241,29
166,243,29
167,244,29
168,249,29
169,46,30
170,58,30
171,118,30
172,179,30
173,192,30
174,210,30
175,185,31
176,202,31
177,212,31
178,214,31
179,220,31
180,241,31
181,61,32
182,135,32
183,144,32
184,174,32
185,192,32
186,157,33
187,239,33
188,241,33
189,243,33
190,244,33
191,249,33
192,38,34
193,131,34
194,155,34
195,157,34
196,181,34
197,197,34
198,46,35
199,82,35
200,83,35
201,88,35
202,133,35
203,168,35
204,63,36
205,66,36
206,127,36
207,168,36
208,207,36
209,87,37
210,98,37
211,115,37
212,134,37
213,175,37
214,61,38
215,133,38
216,157,38
217,197,38
218,56,39
219,61,39
220,135,39
221,174,39
222,248,39
223,182,40
224,202,40
225,212,40
226,214,40
227,220,40
228,60,41
229,64,41
230,108,41
231,117,41
232,119,41
233,156,41
234,107,42
235,118,42
236,142,42
237,150,42
238,179,42
239,192,42
240,61,43
241,144,43
242,174,43
243,223,44
244,225,44
245,227,44
246,236,44
247,237,44
248,46,45
249,75,45
250,82,45
251,133,45
252,168,45
253,220,45
254,82,46
255,124,46
256,135,46
257,140,47
258,147,47
259,154,47
260,179,47
261,192,47
262,235,47
263,226,48
264,227,48
265,232,48
266,233,48
267,237,48
268,242,48
269,118,49
270,147,49
271,154,49
272,179,49
273,193,49
274,221,49
275,64,50
276,108,50
277,152,50
278,162,50
279,247,50
280,55,51
281,89,51
282,102,51
283,160,51
284,161,51
285,216,51
286,67,52
287,68,52
288,120,52
289,191,52
290,193,52
291,196,52
292,141,53
293,148,53
294,155,53
295,173,53
296,178,53
297,183,53
298,195,53
299,107,54
300,122,54
301,126,54
302,132,54
303,139,54
304,239,54
305,136,55
306,149,55
307,160,55
308,161,55
309,242,55
310,105,56
311,115,56
312,144,56
313,174,56
314,116,57
315,156,57
316,161,57
317,171,57
318,210,57
319,242,57
320,97,58
321,150,58
322,179,58
323,192,58
324,215,58
325,218,58
326,99,59
327,156,59
328,171,59
329,210,59
330,248,59
331,108,60
332,111,60
333,117,60
334,119,60
335,162,60
336,168,60
337,135,61
338,144,61
339,174,61
340,65,62
341,186,62
342,194,62
343,200,62
344,204,62
345,207,62
346,221,62
347,82,63
348,88,63
349,124,63
350,132,63
351,168,63
352,104,64
353,119,64
354,152,64
355,162,64
356,83,65
357,100,65
358,110,65
359,112,65
360,126,65
361,224,65
362,81,66
363,101,66
364,124,66
365,127,66
366,202,66
367,157,67
368,181,67
369,184,67
370,197,67
371,111,68
372,164,68
373,165,68
374,191,68
375,193,68
376,173,69
377,178,69
378,183,69
379,195,69
380,212,69
381,230,69
382,121,70
383,148,70
384,173,70
385,178,70
386,183,70
387,193,70
388,195,70
389,167,71
390,186,71
391,194,71
392,200,71
393,204,71
394,207,71
395,223,71
396,82,72
397,88,72
398,101,72
399,127,72
400,168,72
401,190,72
402,90,73
403,155,73
404,176,73
405,177,73
406,190,73
407,198,73
408,226,73
409,106,74
410,185,74
411,202,74
412,212,74
413,214,74
414,220,74
415,229,74
416,81,75
417,88,75
418,101,75
419,124,75
420,127,75
421,168,75
422,77,76
423,107,76
424,122,76
425,139,76
426,162,76
427,171,76
428,195,76
429,79,77
430,105,77
431,122,77
432,132,77
433,139,77
434,195,77
435,103,78
436,159,78
437,187,78
438,189,78
439,222,78
440,99,79
441,245,79
442,246,79
443,247,79
444,248,79
445,250,79
446,83,80
447,91,80
448,100,80
449,110,80
450,112,80
451,135,80
452,154,81
453,164,81
454,168,81
455,160,82
456,91,83
457,94,83
458,100,83
459,126,83
460,126,84
461,171,84
462,186,84
463,194,84
464,200,84
465,204,84
466,207,84
467,136,85
468,149,85
469,160,85
470,161,85
471,206,85
472,221,85
473,131,86
474,157,86
475,181,86
476,197,86
477,209,86
478,98,87
479,134,87
480,175,87
481,197,87
482,101,88
483,133,88
484,184,88
485,92,89
486,102,89
487,136,89
488,149,89
489,161,89
490,120,90
491,155,90
492,176,90
493,177,90
494,190,90
495,198,90
496,216,90
497,110,91
498,112,91
499,126,91
500,129,91
501,143,92
502,164,92
503,165,92
504,191,92
505,193,92
506,196,92
507,103,93
508,137,93
509,140,93
510,159,93
511,187,93
512,189,93
513,199,93
514,151,94
515,169,94
516,180,94
517,184,94
518,188,94
519,207,94
520,106,95
521,170,95
522,178,95
523,199,95
524,203,95
525,206,95
526,243,95
527,114,96
528,148,96
529,163,96
530,172,96
531,236,96
532,142,97
533,147,97
534,150,97
535,187,97
536,192,97
537,134,98
538,175,98
539,232,98
540,116,99
541,129,99
542,171,99
543,210,99
544,109,100
545,110,100
546,112,100
547,126,100
548,127,101
549,138,101
550,136,102
551,149,102
552,160,102
553,161,102
554,208,102
555,137,103
556,140,103
557,159,103
558,187,103
559,189,103
560,211,103
561,145,104
562,151,104
563,169,104
564,180,104
565,184,104
566,188,104
567,209,104
568,107,105
569,122,105
570,132,105
571,139,105
572,235,105
573,146,106
574,158,106
575,170,106
576,203,106
577,206,106
578,122,107
579,132,107
580,139,107
581,205,107
582,117,108
583,119,108
584,152,108
585,217,108
586,157,109
587,216,109
588,225,109
589,226,109
590,232,109
591,233,109
592,236,109
593,112,110
594,126,110
595,241,110
596,143,111
597,164,111
598,175,111
599,191,111
600,193,111
601,196,111
602,126,112
603,245,112
604,182,113
605,185,113
606,202,113
607,212,113
608,214,113
609,219,113
610,220,113
611,246,113
612,163,114
613,172,114
614,188,114
615,143,115
616,164,115
617,165,115
618,191,115
619,193,115
620,196,115
621,129,116
622,140,116
623,156,116
624,171,116
625,210,116
626,152,117
627,162,117
628,228,117
629,150,118
630,154,118
631,186,118
632,191,118
633,192,118
634,141,119
635,152,119
636,162,119
637,155,120
638,176,120
639,177,120
640,190,120
641,196,120
642,198,120
643,141,121
644,148,121
645,173,121
646,178,121
647,183,121
648,195,121
649,202,121
650,234,121
651,132,122
652,139,122
653,236,122
654,128,123
655,146,123
656,158,123
657,170,123
658,196,123
659,203,123
660,206,123
661,244,123
662,133,124
663,225,124
664,166,125
665,167,125
666,186,125
667,187,125
668,194,125
669,200,125
670,204,125
671,207,125
672,228,125
673,177,126
674,133,127
675,159,127
676,168,127
677,250,127
678,144,128
679,146,128
680,158,128
681,170,128
682,174,128
683,203,128
684,206,128
685,156,129
686,171,129
687,210,129
688,233,129
689,138,130
690,153,130
691,182,130
692,185,130
693,193,130
694,202,130
695,212,130
696,214,130
697,220,130
698,157,131
699,181,131
700,197,131
701,209,131
702,214,131
703,137,132
704,139,132
705,168,133
706,247,133
707,136,134
708,147,134
709,175,134
710,144,135
711,174,135
712,160,136
713,161,136
714,237,136
715,140,137
716,159,137
717,187,137
718,189,137
719,229,137
720,153,138
721,182,138
722,202,138
723,212,138
724,214,138
725,220,138
726,249,139
727,159,140
728,187,140
729,189,140
730,148,141
731,173,141
732,178,141
733,183,141
734,195,141
735,233,141
736,146,142
737,147,142
738,150,142
739,154,142
740,166,142
741,179,142
742,192,142
743,246,142
744,164,143
745,165,143
746,183,143
747,191,143
748,193,143
749,196,143
750,240,143
751,174,144
752,224,144
753,151,145
754,169,145
755,176,145
756,180,145
757,184,145
758,188,145
759,230,145
760,158,146
761,170,146
762,203,146
763,206,146
764,231,146
765,150,147
766,154,147
767,179,147
768,192,147
769,173,148
770,178,148
771,183,148
772,195,148
773,244,148
774,160,149
775,161,149
776,165,149
777,243,149
778,154,150
779,179,150
780,210,150
781,169,151
782,180,151
783,184,151
784,188,151
785,190,151
786,201,151
787,162,152
788,239,152
789,247,152
790,182,153
791,185,153
792,202,153
793,204,153
794,212,153
795,214,153
796,220,153
797,179,154
798,192,154
799,247,154
800,176,155
801,177,155
802,190,155
803,198,155
804,171,156
805,210,156
806,238,156
807,181,157
808,197,157
809,170,158
810,203,158
811,206,158
812,236,158
813,187,159
814,189,159
815,244,159
816,161,160
817,162,160
818,186,160
819,176,161
820,172,163
821,203,163
822,205,163
823,165,164
824,191,164
825,193,164
826,196,164
827,220,164
828,191,165
829,193,165
830,196,165
831,240,165
832,167,166
833,186,166
834,194,166
835,200,166
836,204,166
837,207,166
838,213,166
839,241,166
840,186,167
841,194,167
842,200,167
843,204,167
844,207,167
845,232,167
846,238,167
847,194,168
848,180,169
849,184,169
850,188,169
851,203,169
852,203,170
853,206,170
854,210,171
855,177,172
856,227,172
857,178,173
858,183,173
859,195,173
860,243,173
861,237,174
862,240,174
863,238,175
864,239,175
865,177,176
866,181,176
867,190,176
868,198,176
869,190,177
870,198,177
871,180,178
872,183,178
873,190,178
874,195,178
875,192,179
876,204,179
877,184,180
878,188,180
879,191,180
880,197,181
881,226,181
882,231,181
883,185,182
884,188,182
885,202,182
886,212,182
887,214,182
888,220,182
889,230,182
890,195,183
891,188,184
892,189,184
893,202,185
894,212,185
895,214,185
896,220,185
897,222,185
898,246,185
899,194,186
900,200,186
901,204,186
902,207,186
903,189,187
904,238,187
905,196,188
906,225,189
907,245,189
908,198,190
909,196,191
910,211,191
911,249,192
912,196,193
913,200,194
914,204,194
915,207,194
916,239,194
917,200,197
918,203,198
919,228,198
920,201,199
921,218,199
922,219,199
923,228,199
924,229,199
925,234,199
926,239,199
927,240,199
928,241,199
929,243,199
930,244,199
931,249,199
932,204,200
933,207,200
934,233,200
935,205,201
936,218,201
937,219,201
938,228,201
939,234,201
940,237,201
941,239,201
942,240,201
943,241,201
944,243,201
945,244,201
946,249,201
947,212,202
948,214,202
949,220,202
950,206,203
951,207,204
952,218,205
953,219,205
954,228,205
955,234,205
956,239,205
957,240,205
958,241,205
959,243,205
960,244,205
961,249,205
962,214,206
963,220,206
964,246,207
965,213,208
966,214,208
967,216,208
968,217,208
969,222,208
970,223,208
971,225,208
972,226,208
973,227,208
974,232,208
975,233,208
976,236,208
977,237,208
978,248,208
979,211,209
980,221,209
981,229,209
982,231,209
983,235,209
984,238,209
985,242,209
986,245,209
987,246,209
988,247,209
989,248,209
990,250,209
991,213,210
992,222,211
993,224,211
994,229,211
995,230,211
996,231,211
997,238,211
998,242,211
999,245,211
1000,246,211
1001,247,211
1002,248,211
1003,250,211
1004,214,212
1005,220,212
1006,232,212
1007,250,212
1008,216,213
1009,217,213
1010,219,213
1011,222,213
1012,223,213
1013,225,213
1014,226,213
1015,227,213
1016,232,213
1017,233,213
1018,236,213
1019,237,213
1020,220,214
1021,228,214
1022,221,215
1023,224,215
1024,229,215
1025,230,215
1026,231,215
1027,235,215
1028,237,215
1029,238,215
1030,242,215
1031,245,215
1032,246,215
1033,247,215
1034,248,215
1035,250,215
1036,217,216
1037,222,216
1038,223,216
1039,225,216
1040,226,216
1041,227,216
1042,232,216
1043,233,216
1044,236,216
1045,237,216
1046,250,216
1047,222,217
1048,223,217
1049,225,217
1050,226,217
1051,227,217
1052,232,217
1053,233,217
1054,234,217
1055,236,217
1056,237,217
1057,242,217
1058,219,218
1059,228,218
1060,230,218
1061,234,218
1062,239,218
1063,240,218
1064,241,218
1065,243,218
1066,244,218
1067,245,218
1068,249,218
1069,228,219
1070,234,219
1071,239,219
1072,240,219
1073,241,219
1074,243,219
1075,244,219
1076,249,219
1077,222,220
1078,224,221
1079,229,221
1080,230,221
1081,231,221
1082,235,221
1083,238,221
1084,242,221
1085,245,221
1086,246,221
1087,247,221
1088,248,221
1089,250,221
1090,223,222
1091,225,222
1092,226,222
1093,227,222
1094,232,222
1095,233,222
1096,236,222
1097,237,222
1098,225,223
1099,226,223
1100,227,223
1101,232,223
1102,233,223
1103,236,223
1104,237,223
1105,241,223
1106,229,224
1107,230,224
1108,231,224
1109,235,224
1110,238,224
1111,240,224
1112,242,224
1113,245,224
1114,246,224
1115,247,224
1116,248,224
1117,250,224
1118,226,225
1119,227,225
1120,232,225
1121,233,225
1122,236,225
1123,237,225
1124,227,226
1125,231,226
1126,232,226
1127,233,226
1128,236,226
1129,237,226
1130,232,227
1131,233,227
1132,235,227
1133,236,227
1134,237,227
1135,248,227
1136,234,228
1137,239,228
1138,240,228
1139,241,228
1140,243,228
1141,244,228
1142,249,228
1143,230,229
1144,231,229
1145,235,229
1146,238,229
1147,242,229
1148,245,229
1149,246,229
1150,247,229
1151,248,229
1152,250,229
1153,231,230
1154,235,230
1155,238,230
1156,242,230
1157,245,230
1158,246,230
1159,247,230
1160,248,230
1161,250,230
1162,235,231
1163,238,231
1164,242,231
1165,245,231
1166,246,231
1167,247,231
1168,248,231
1169,250,231
1170,233,232
1171,235,232
1172,236,232
1173,237,232
1174,236,233
1175,237,233
1176,244,233
1177,239,234
1178,240,234
1179,241,234
1180,243,234
1181,244,234
1182,249,234
1183,250,234
1184,238,235
1185,242,235
1186,245,235
1187,246,235
1188,247,235
1189,248,235
1190,250,235
1191,237,236
1192,242,238
1193,245,238
1194,246,238
1195,247,238
1196,248,238
1197,250,238
1198,240,239
1199,241,239
1200,243,239
1201,244,239
1202,249,239
1203,241,240
1204,243,240
1205,244,240
1206,249,240
1207,243,241
1208,244,241
1209,249,241
1210,245,242
1211,246,242
1212,247,242
1213,248,242
1214,250,242
1215,244,243
1216,245,243
1217,249,243
1218,249,244
1219,246,245
1220,247,245
1221,248,245
1222,250,245
1223,247,246
1224,248,246
1225,250,246
1226,248,247
1227,250,247
1228,250,248
