node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,9
11,7
12,9
13,10
14,11
15,1
16,3
17,4
18,12
19,9
20,13
21,5
22,10
23,13
24,14
25,7
26,5
27,9
28,2
29,4
30,15
31,16
32,5
33,4
34,2
35,10
36,10
37,8
38,2
39,5
40,16
41,7
42,15
43,5
44,17
45,10
46,10
47,15
48,17
49,16
50,7
51,18
52,11
53,7
54,3
55,4
56,5
57,9
58,15
59,9
60,7
61,5
62,19
63,9
64,7
65,12
66,13
67,2
68,11
69,6
70,11
71,19
72,10
73,20
74,16
75,8
76,3
77,21
78,1
79,22
80,12
81,10
82,10
83,12
84,20
85,18
86,2
87,8
88,13
89,18
90,20
91,12
92,11
93,1
94,22
95,14
96,8
97,15
98,8
99,9
100,12
101,13
102,18
103,1
104,6
105,3
106,14
107,3
108,7
109,17
110,12
111,11
112,12
113,2
114,8
115,11
116,9
117,7
118,15
119,7
120,20
121,12
122,3
123,14
124,10
125,19
126,12
127,13
128,14
129,2
130,16
131,2
132,3
133,10
134,8
135,5
136,18
137,1
138,16
139,3
140,1
141,22
142,15
143,11
144,5
145,6
146,14
147,15
148,22
149,18
150,15
151,6
152,7
153,16
154,15
155,20
156,9
157,2
158,14
159,13
160,18
161,18
162,7
163,8
164,11
165,11
166,19
167,19
168,10
169,6
170,14
171,9
172,8
173,6
174,5
175,8
176,20
177,1
178,22
179,15
180,6
181,2
182,16
183,22
184,6
185,16
186,17
187,1
188,6
189,1
190,20
191,12
192,15
193,11
194,19
195,22
196,11
197,2
198,20
199,4
200,19
201,4
202,16
203,14
204,19
205,11
206,14
207,19
208,8
209,22
210,9
211,22
212,16
213,17
214,16
215,22
216,17
217,17
218,4
219,4
220,16
221,22
222,17
223,1
224,22
225,17
226,17
227,17
228,4
229,22
230,22
231,22
232,17
233,17
234,2
235,22
236,17
237,17
238,22
239,4
240,4
241,4
242,22
243,4
244,4
245,22
246,22
247,22
248,22
249,4
250,22
