edge_id,node1,node2,intra_inter
1,152,1,-1
2,177,1,1
3,187,1,1
4,189,1,1
5,223,1,1
6,129,2,1
7,181,2,1
8,197,2,1
9,234,2,1
10,248,2,-1
11,54,3,1
12,107,3,1
13,122,3,1
14,132,3,1
15,139,3,1
16,177,3,-1
17,108,4,-1
18,239,4,1
19,241,4,1
20,243,4,1
21,244,4,1
22,249,4,1
23,21,5,1
24,43,5,1
25,61,5,1
26,135,5,1
27,166,5,-1
28,174,5,1
29,169,6,1
30,171,6,-1
31,173,6,1
32,184,6,1
33,188,6,1
34,204,6,-1
35,41,7,1
36,50,7,1
37,108,7,1
38,119,7,1
39,152,7,1
40,205,7,-1
41,98,8,1
42,163,8,1
43,175,8,1
44,187,8,-1
45,208,8,1
46,212,8,-1
47,95,9,-1
48,99,9,1
49,116,9,1
50,156,9,1
51,171,9,1
52,210,9,1
53,57,10,1
54,59,10,1
55,99,10,1
56,171,10,1
57,174,10,-1
58,210,10,1
59,50,11,1
60,53,11,1
61,60,11,1
62,108,11,1
63,110,11,-1
64,152,11,1
65,63,12,1
66,116,12,1
67,156,12,1
68,171,12,1
69,193,12,-1
70,210,12,1
71,72,13,1
72,81,13,1
73,82,13,1
74,124,13,1
75,168,13,1
76,171,13,-1
77,15,14,-1
78,68,14,1
79,143,14,1
80,168,14,-1
81,196,14,1
82,205,14,1
83,177,15,1
84,187,15,1
85,189,15,1
86,223,15,1
87,235,15,-1
88,76,16,1
89,105,16,1
90,107,16,1
91,132,16,1
92,139,16,1
93,151,16,-1
94,146,17,-1
95,239,17,1
96,241,17,1
97,243,17,1
98,244,17,1
99,249,17,1
100,80,18,1
101,121,18,1
102,126,18,1
103,137,18,-1
104,191,18,1
105,232,18,-1
106,99,19,1
107,113,19,-1
108,116,19,1
109,156,19,1
110,198,19,-1
111,210,19,1
112,66,20,1
113,88,20,1
114,101,20,1
115,127,20,1
116,159,20,1
117,208,20,-1
118,56,21,1
119,73,21,-1
120,144,21,1
121,167,21,-1
122,174,21,1
123,35,22,1
124,45,22,1
125,133,22,1
126,141,22,-1
127,168,22,1
128,170,22,-1
129,30,23,-1
130,66,23,1
131,101,23,1
132,127,23,1
133,159,23,1
134,186,23,-1
135,123,24,1
136,146,24,1
