edge_id,node1,node2
1,15,1
2,103,1
3,154,1
4,159,1
5,13,2
6,155,2
7,176,2
8,198,2
9,247,2
10,128,3
11,145,3
12,167,3
13,188,3
14,205,3
15,219,3
16,139,4
17,149,4
18,201,4
19,234,4
20,241,4
21,243,4
22,32,5
23,77,5
24,82,5
25,86,5
26,133,5
27,247,5
28,12,6
29,135,6
30,149,6
31,161,6
32,175,6
33,232,6
34,102,7
35,137,7
36,215,7
37,222,7
38,236,7
39,237,7
40,22,8
41,80,8
42,126,8
43,183,8
44,190,8
45,235,8
46,69,9
47,121,9
48,122,9
49,132,9
50,188,9
51,200,9
52,14,10
53,27,10
54,114,10
55,129,10
56,153,11
57,182,11
58,199,11
59,208,11
60,212,11
61,214,11
62,136,12
63,151,12
64,160,12
65,161,12
66,162,12
67,118,13
68,155,13
69,176,13
70,198,13
71,42,14
72,73,14
73,97,14
74,164,14
75,165,14
76,21,15
77,103,15
78,159,15
79,238,15
80,107,16
81,113,16
82,121,16
83,122,16
84,132,16
85,188,16
86,146,17
87,218,17
88,239,17
89,240,17
90,241,17
91,243,17
92,60,18
93,101,18
94,204,18
95,213,18
96,217,18
97,237,18
98,144,19
99,148,19
100,150,19
101,183,19
102,187,19
103,250,19
104,65,20
105,66,20
106,79,20
107,127,20
108,168,20
109,247,20
110,51,21
111,120,21
112,149,21
113,151,21
114,160,21
115,23,22
116,127,22
117,168,22
118,213,22
119,247,22
120,44,23
121,77,23
122,127,23
123,243,23
124,247,23
125,71,24
126,85,24
127,125,24
128,158,24
129,221,24
130,244,24
131,45,25
132,158,25
133,170,25
134,203,25
135,221,25
136,225,25
137,144,26
138,150,26
139,169,26
140,184,26
141,187,26
142,219,26
143,108,27
144,114,27
145,129,27
146,165,27
147,54,28
148,107,28
149,122,28
150,132,28
151,187,28
152,188,28
153,97,29
154,199,29
155,234,29
156,239,29
157,240,29
158,243,29
159,124,30
160,143,30
161,146,30
162,191,30
163,216,30
164,229,30
165,128,31
166,222,31
167,226,31
168,232,31
169,236,31
170,237,31
171,45,32
172,66,32
173,77,32
174,192,32
175,247,32
176,60,33
177,90,33
178,165,33
179,177,33
180,193,33
181,233,33
182,38,34
183,65,34
184,181,34
185,197,34
186,228,34
187,229,34
188,182,35
189,185,35
190,208,35
191,210,35
192,212,35
193,214,35
194,181,36
195,191,36
196,197,36
197,228,36
198,229,36
199,241,36
200,50,37
201,87,37
202,134,37
203,144,37
204,175,37
205,189,38
206,224,38
207,228,38
208,229,38
209,232,38
210,119,39
211,146,39
212,182,39
213,215,39
214,223,39
215,232,39
216,74,40
217,204,40
218,208,40
219,212,40
220,214,40
221,221,40
222,109,41
223,117,41
224,213,41
225,223,41
226,237,41
227,243,41
228,106,42
229,108,42
230,194,42
231,204,42
232,242,42
233,70,43
234,142,43
235,215,43
236,222,43
237,227,43
238,237,43
239,213,44
240,222,44
241,223,44
242,227,44
243,249,44
244,133,45
245,168,45
246,173,45
247,247,45
248,49,46
249,65,46
250,81,46
251,173,46
252,206,46
253,247,46
254,170,47
255,184,47
256,192,47
257,203,47
258,225,47
259,244,47
260,162,48
261,208,48
262,217,48
263,227,48
264,232,48
265,249,48
266,74,49
267,111,49
268,164,49
269,177,49
270,233,49
271,87,50
272,134,50
273,175,50
274,195,50
275,128,51
276,131,51
277,135,51
278,160,51
279,161,51
280,124,52
281,145,52
282,167,52
283,205,52
284,219,52
285,245,52
286,54,53
287,107,53
288,121,53
289,122,53
290,132,53
291,188,53
292,201,53
293,121,54
294,122,54
295,188,54
296,189,54
297,241,54
298,59,55
299,99,55
300,171,55
301,210,55
302,220,55
303,144,56
304,148,56
305,169,56
306,184,56
307,187,56
308,225,56
309,234,56
310,80,57
311,83,57
312,96,57
313,126,57
314,183,57
315,190,57
316,248,57
317,111,58
318,178,58
319,179,58
320,192,58
321,194,58
322,220,58
323,242,58
324,80,59
325,99,59
326,171,59
327,210,59
328,119,60
329,177,60
330,213,60
331,222,60
332,232,60
333,71,61
334,84,61
335,170,61
336,180,61
337,203,61
338,221,61
339,244,61
340,88,62
341,94,62
342,97,62
343,151,62
344,165,62
345,196,62
346,233,62
347,66,63
348,82,63
349,133,63
350,153,63
351,173,63
352,193,63
353,247,63
354,78,64
355,110,64
356,111,64
357,124,64
358,143,64
359,146,64
360,216,64
361,77,65
362,127,65
363,142,65
364,168,65
365,82,66
366,104,66
367,127,66
368,173,66
369,86,67
370,174,67
371,215,67
372,217,67
373,222,67
374,226,67
375,236,67
376,97,68
377,111,68
378,164,68
379,177,68
380,193,68
381,196,68
382,236,68
383,107,69
384,122,69
385,132,69
386,188,69
387,248,69
388,250,69
389,215,70
390,222,70
391,223,70
392,226,70
393,233,70
394,236,70
395,158,71
396,174,71
397,220,71
398,225,71
399,244,71
400,76,72
401,144,72
402,150,72
403,169,72
404,184,72
405,187,72
406,245,72
407,88,73
408,141,73
409,164,73
410,193,73
411,223,73
412,233,73
413,165,74
414,185,74
415,208,74
416,212,74
417,214,74
418,179,75
419,186,75
420,204,75
421,207,75
422,211,75
423,220,75
424,242,75
425,148,76
426,169,76
427,172,76
428,184,76
429,187,76
430,249,76
431,212,77
432,215,77
433,247,77
434,110,78
435,124,78
436,133,78
437,143,78
438,146,78
439,216,78
440,231,79
441,238,79
442,245,79
443,246,79
444,248,79
445,250,79
446,83,80
447,126,80
448,183,80
449,190,80
450,82,81
451,132,81
452,136,81
453,168,81
454,173,81
455,247,81
456,86,82
457,198,82
458,247,82
459,93,83
460,103,83
461,126,83
462,183,83
463,190,83
464,123,84
465,179,84
466,206,84
467,217,84
468,221,84
469,244,84
470,89,85
471,115,85
472,135,85
473,136,85
474,151,85
475,161,85
476,133,86
477,168,86
478,173,86
479,247,86
480,134,87
481,167,87
482,175,87
483,162,88
484,165,88
485,177,88
486,196,88
487,233,88
488,131,89
489,135,89
490,136,89
491,149,89
492,151,89
493,161,89
494,140,90
495,141,90
496,165,90
497,193,90
498,196,90
499,233,90
500,93,91
501,137,91
502,140,91
503,178,91
504,195,91
505,226,91
506,235,91
507,181,92
508,189,92
509,191,92
510,197,92
511,199,92
512,228,92
513,229,92
514,137,93
515,140,93
516,178,93
517,195,93
518,100,94
519,130,94
520,163,94
521,172,94
522,202,94
523,211,94
524,96,95
525,123,95
526,170,95
527,201,95
528,203,95
529,206,95
530,244,95
531,130,96
532,163,96
533,172,96
534,202,96
535,181,97
536,193,97
537,196,97
538,110,98
539,124,98
540,143,98
541,146,98
542,166,98
543,216,98
544,135,99
545,171,99
546,210,99
547,180,100
548,200,100
549,218,100
550,234,100
551,240,100
552,241,100
553,243,100
554,166,101
555,170,101
556,203,101
557,206,101
558,221,101
559,228,101
560,244,101
561,190,102
562,215,102
563,223,102
564,227,102
565,236,102
566,242,102
567,249,102
568,159,103
569,156,104
570,218,104
571,226,104
572,234,104
573,239,104
574,241,104
575,243,104
576,153,105
577,182,105
578,185,105
579,208,105
580,212,105
581,214,105
582,235,105
583,236,105
584,108,106
585,154,106
586,186,106
587,187,106
588,194,106
589,207,106
590,242,106
591,132,107
592,188,107
593,221,107
594,249,107
595,179,108
596,186,108
597,192,108
598,204,108
599,242,108
600,117,109
601,143,109
602,189,109
603,217,109
604,226,109
605,227,109
606,249,109
607,124,110
608,143,110
609,146,110
610,171,110
611,216,110
612,115,111
613,177,111
614,193,111
615,233,111
616,114,112
617,116,112
618,157,112
619,189,112
620,191,112
621,197,112
622,228,112
623,229,112
624,138,113
625,182,113
626,185,113
627,208,113
628,212,113
629,214,113
630,219,113
631,129,114
632,126,115
633,141,115
634,164,115
635,177,115
636,196,115
637,233,115
638,157,116
639,189,116
640,191,116
641,197,116
642,222,116
643,228,116
644,229,116
645,177,117
646,213,117
647,226,117
648,232,117
649,237,117
650,249,117
651,119,118
652,183,118
653,213,118
654,232,118
655,236,118
656,237,118
657,249,118
658,134,119
659,226,119
660,227,119
661,236,119
662,237,119
663,147,120
664,192,120
665,194,120
666,204,120
667,207,120
668,220,120
669,242,120
670,246,120
671,122,121
672,132,121
673,150,121
674,188,121
675,192,121
676,188,122
677,194,122
678,164,123
679,174,123
680,194,123
681,203,123
682,221,123
683,225,123
684,244,123
685,143,124
686,146,124
687,216,124
688,158,125
689,174,125
690,203,125
691,206,125
692,214,125
693,221,125
694,225,125
695,235,125
696,160,126
697,183,126
698,190,126
699,224,126
700,173,127
701,220,127
702,242,127
703,247,127
704,145,128
705,167,128
706,205,128
707,219,128
708,152,129
709,213,129
710,163,130
711,172,130
712,195,130
713,202,130
714,246,130
715,136,131
716,149,131
717,151,131
718,152,131
719,156,131
720,160,131
721,161,131
722,187,132
723,168,133
724,173,133
725,181,133
726,247,133
727,175,134
728,244,134
729,136,135
730,149,135
731,160,135
732,209,135
733,148,136
734,149,136
735,161,136
736,140,137
737,178,137
738,195,137
739,236,137
740,153,138
741,182,138
742,185,138
743,208,138
744,212,138
745,214,138
746,218,138
747,245,138
748,199,139
749,201,139
750,206,139
751,218,139
752,234,139
753,239,139
754,240,139
755,243,139
756,178,140
757,195,140
758,245,140
759,164,141
760,193,141
761,196,141
762,198,141
763,207,141
764,233,141
765,158,142
766,166,142
767,174,142
768,203,142
769,206,142
770,221,142
771,225,142
772,244,142
773,146,143
774,216,143
775,232,143
776,145,144
777,148,144
778,150,144
779,169,144
780,184,144
781,167,145
782,175,145
783,205,145
784,219,145
785,216,146
786,179,147
787,192,147
788,194,147
789,204,147
790,207,147
791,209,147
792,220,147
793,225,147
794,242,147
795,150,148
796,160,148
797,169,148
798,184,148
799,187,148
800,151,149
801,160,149
802,246,149
803,169,150
804,184,150
805,187,150
806,216,150
807,160,151
808,161,151
809,242,151
810,199,152
811,200,152
812,201,152
813,234,152
814,239,152
815,240,152
816,241,152
817,243,152
818,156,153
819,182,153
820,185,153
821,208,153
822,212,153
823,214,153
824,159,154
825,179,154
826,186,154
827,192,154
828,204,154
829,207,154
830,220,154
831,242,154
832,166,155
833,176,155
834,184,155
835,197,155
836,198,155
837,200,156
838,201,156
839,234,156
840,239,156
841,240,156
842,241,156
843,243,156
844,181,157
845,189,157
846,191,157
847,197,157
848,219,157
849,228,157
850,229,157
851,239,157
852,166,158
853,181,158
854,212,158
855,225,158
856,244,158
857,208,159
858,161,160
859,248,160
860,164,161
861,187,161
862,174,162
863,215,162
864,217,162
865,222,162
866,226,162
867,227,162
868,237,162
869,249,162
870,172,163
871,202,163
872,230,163
873,240,163
874,165,164
875,177,164
876,233,164
877,177,165
878,193,165
879,233,165
880,170,166
881,174,166
882,216,166
883,221,166
884,225,166
885,244,166
886,205,167
887,219,167
888,241,167
889,173,168
890,190,168
891,244,168
892,247,168
893,184,169
894,187,169
895,228,169
896,249,169
897,206,170
898,225,170
899,229,170
900,233,170
901,244,170
902,210,171
903,237,171
904,202,172
905,214,172
906,225,173
907,246,173
908,247,173
909,206,174
910,221,174
911,223,174
912,225,174
913,244,174
914,218,175
915,178,176
916,179,176
917,188,176
918,198,176
919,196,177
920,233,177
921,185,178
922,195,178
923,194,179
924,204,179
925,207,179
926,220,179
927,242,179
928,184,180
929,188,180
930,199,180
931,200,180
932,201,180
933,218,180
