edge_id,node1,node2,intra_inter
1,10,1,-1
2,15,1,1
3,78,1,1
4,103,1,1
5,159,1,1
6,112,2,1
7,118,2,-1
8,181,2,1
9,197,2,1
10,228,2,1
11,229,2,1
12,114,3,1
13,120,3,1
14,145,3,1
15,167,3,1
16,205,3,1
17,215,3,-1
18,162,4,-1
19,218,4,1
20,239,4,1
21,240,4,1
22,241,4,1
23,243,4,1
24,46,5,1
25,63,5,1
26,66,5,1
27,82,5,1
28,168,5,1
29,229,5,-1
30,85,6,1
31,136,6,1
32,160,6,1
33,161,6,1
34,203,6,-1
35,238,6,-1
36,117,7,1
37,119,7,1
38,146,7,-1
39,217,7,1
40,249,7,1
41,27,8,-1
42,126,8,1
43,128,8,1
44,183,8,1
45,190,8,1
46,216,8,-1
47,69,9,1
48,77,9,1
49,121,9,1
50,122,9,1
51,178,9,1
52,188,9,1
53,55,10,1
54,59,10,1
55,129,10,1
56,171,10,1
57,210,10,1
58,114,11,1
59,120,11,1
60,145,11,1
61,167,11,1
62,205,11,1
63,244,11,-1
64,58,12,1
65,102,12,-1
66,154,12,1
67,186,12,1
68,192,12,1
69,242,12,1
70,155,13,1
71,176,13,1
72,198,13,1
73,231,13,-1
74,62,14,1
75,115,14,1
76,132,14,-1
77,189,14,-1
78,193,14,1
79,233,14,1
80,43,15,-1
81,78,15,1
82,103,15,1
83,159,15,1
84,204,15,-1
85,53,16,1
86,77,16,1
87,121,16,1
88,132,16,1
89,188,16,1
90,250,16,-1
91,188,17,-1
92,199,17,1
93,234,17,1
94,240,17,1
95,241,17,1
96,243,17,1
97,19,18,-1
98,96,18,-1
99,222,18,1
100,227,18,1
101,232,18,1
102,237,18,1
103,144,19,1
104,169,19,1
105,184,19,1
106,187,19,1
107,224,19,-1
108,23,20,1
109,45,20,1
110,72,20,1
111,75,20,1
112,173,20,1
113,199,20,-1
114,89,21,1
115,131,21,1
116,149,21,1
117,160,21,1
118,236,21,-1
119,243,21,-1
120,32,22,1
121,65,22,1
122,86,22,1
123,109,22,-1
124,144,22,-1
125,168,22,1
126,35,23,1
127,82,23,1
128,140,23,-1
129,173,23,1
130,211,23,-1
131,61,24,1
132,130,24,-1
133,158,24,1
134,174,24,1
135,225,24,1
136,244,24,1
137,43,25,1
138,78,25,-1
139,117,25,1
140,162,25,1
141,217,25,1
142,249,25,1
143,144,26,1
144,148,26,1
145,169,26,1
146,184,26,1
147,187,26,1
148,59,27,1
149,111,27,-1
150,129,27,1
151,171,27,1
152,210,27,1
153,55,28,1
154,99,28,1
155,171,28,1
156,174,28,-1
157,210,28,1
158,196,29,-1
159,199,29,1
160,200,29,1
161,201,29,1
162,239,29,1
163,241,29,1
164,243,29,1
165,44,30,-1
166,106,30,1
167,194,30,1
168,207,30,1
169,212,30,-1
170,220,30,1
171,210,31,-1
172,222,31,1
173,226,31,1
174,227,31,1
175,232,31,1
176,236,31,1
177,35,32,1
178,45,32,1
179,66,32,1
180,168,32,1
181,223,32,-1
182,88,33,1
183,164,33,1
184,165,33,1
185,177,33,1
186,198,33,-1
187,233,33,1
188,157,34,1
189,189,34,1
190,197,34,1
191,210,34,-1
192,228,34,1
193,229,34,1
194,80,35,-1
195,82,35,1
196,86,35,1
197,127,35,1
198,92,36,1
199,110,36,-1
200,112,36,1
201,197,36,1
202,228,36,1
203,229,36,1
204,87,37,1
205,134,37,1
206,175,37,1
207,194,37,-1
208,116,38,1
209,153,38,-1
210,181,38,1
211,203,38,-1
212,228,38,1
213,229,38,1
214,66,39,-1
215,101,39,-1
216,148,39,1
217,169,39,1
218,184,39,1
219,187,39,1
220,153,40,1
221,192,40,-1
222,208,40,1
223,212,40,1
224,214,40,1
225,60,41,1
226,70,41,1
227,119,41,1
228,217,41,1
229,233,41,-1
230,249,41,1
231,147,42,1
232,150,42,1
233,166,42,-1
234,194,42,1
235,207,42,1
236,242,42,1
237,117,43,1
238,162,43,1
239,217,43,1
240,249,43,1
241,223,44,1
242,226,44,1
243,227,44,1
244,236,44,1
245,237,44,1
246,72,45,1
247,133,45,1
248,173,45,1
249,240,45,-1
250,86,46,1
251,101,46,-1
252,133,46,1
253,173,46,1
254,223,46,-1
255,49,47,-1
256,142,47,1
257,178,47,-1
258,206,47,1
259,221,47,1
260,244,47,1
261,126,48,-1
262,226,48,1
263,227,48,1
264,232,48,1
265,236,48,1
266,237,48,1
267,115,49,1
268,141,49,1
269,177,49,1
270,233,49,1
271,241,49,-1
272,144,50,1
273,145,50,-1
274,148,50,1
275,169,50,1
276,184,50,1
277,187,50,1
278,131,51,1
279,136,51,1
280,149,51,1
281,151,51,1
282,161,51,1
283,229,51,-1
284,54,52,-1
285,114,52,1
286,145,52,1
287,167,52,1
288,205,52,1
289,228,52,-1
290,54,53,1
291,107,53,1
292,132,53,1
293,178,53,1
294,188,53,1
295,226,53,-1
296,77,54,1
297,107,54,1
298,122,54,1
299,178,54,1
300,215,54,-1
301,57,55,1
302,99,55,1
303,171,55,1
304,190,55,-1
305,210,55,1
306,144,56,1
307,148,56,1
308,169,56,1
309,178,56,-1
310,184,56,1
