node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,9
11,7
12,9
13,10
14,2
15,1
16,3
17,4
18,11
19,9
20,12
21,5
22,10
23,2
24,9
25,7
26,5
27,9
28,2
29,4
30,13
31,13
32,5
33,4
34,12
35,10
36,10
37,8
38,2
39,5
40,10
41,7
42,14
43,15
44,13
45,10
46,10
47,14
48,13
49,13
50,16
51,17
52,18
53,7
54,3
55,4
56,5
57,3
58,11
59,9
60,7
61,15
62,3
63,9
64,7
65,3
66,12
67,2
68,18
69,6
70,18
71,3
72,10
73,19
74,13
75,8
76,3
77,2
78,1
79,20
80,16
81,10
82,10
83,16
84,7
85,21
86,2
87,8
88,12
89,17
90,5
91,16
92,18
93,1
94,2
95,11
96,8
97,14
98,8
99,9
100,16
101,12
102,21
103,1
104,6
105,3
106,11
107,3
108,7
109,13
110,16
111,18
112,16
113,2
114,8
115,18
116,9
117,7
118,13
119,7
120,19
121,16
122,3
123,11
124,10
125,3
126,16
127,12
128,11
129,2
130,13
131,2
132,3
133,10
134,8
135,5
136,17
137,1
138,13
139,0
140,1
141,8
142,14
143,18
144,5
145,6
146,11
147,14
148,2
149,17
150,14
151,6
152,7
153,9
154,14
155,19
156,9
157,2
158,11
159,12
160,17
161,17
162,7
163,8
164,18
165,18
166,9
167,3
168,10
169,6
170,11
171,9
172,8
173,6
174,5
175,8
176,19
177,1
178,2
179,14
180,6
181,2
182,13
183,2
184,19
185,13
186,13
187,1
188,6
189,2
190,19
191,16
192,14
193,18
194,1
195,2
196,18
197,2
198,19
199,4
200,3
201,4
202,13
203,11
204,3
205,18
206,11
207,3
208,8
209,20
210,9
211,20
212,13
213,13
214,13
215,20
216,13
217,13
218,4
219,4
220,13
221,20
222,17
223,1
224,20
225,13
226,13
227,6
228,4
229,20
230,20
231,20
232,13
233,3
234,2
235,20
236,13
237,13
238,20
239,4
240,4
241,9
242,20
243,4
244,4
245,9
246,20
247,20
248,20
249,4
250,20
