edge_id,node1,node2,intra_inter
1,103,1,1
2,137,1,1
3,140,1,1
4,187,1,1
5,195,1,1
6,250,1,-1
7,67,2,1
8,125,2,-1
9,157,2,1
10,189,2,1
11,228,2,1
12,229,2,1
13,54,3,1
14,64,3,1
15,105,3,1
16,132,3,1
17,178,3,1
18,215,3,-1
19,209,4,-1
20,234,4,1
21,240,4,1
22,241,4,1
23,243,4,1
24,249,4,1
25,11,5,-1
26,63,5,1
27,81,5,1
28,88,5,1
29,133,5,1
30,168,5,1
31,102,6,1
32,130,6,-1
33,149,6,1
34,151,6,1
35,157,6,-1
36,161,6,1
37,93,7,-1
38,108,7,1
39,119,7,1
40,152,7,1
41,162,7,1
42,183,7,1
43,80,8,1
44,126,8,1
45,190,8,1
46,200,8,1
47,214,8,-1
48,232,8,-1
49,12,9,1
50,99,9,1
51,115,9,-1
52,156,9,1
53,171,9,1
54,210,9,1
55,99,10,1
56,129,10,1
57,149,10,-1
58,156,10,1
59,171,10,1
60,210,10,1
61,123,11,1
62,170,11,1
63,203,11,1
64,206,11,1
65,244,11,1
66,57,12,1
67,129,12,1
68,171,12,1
69,210,12,1
70,216,12,-1
71,15,13,-1
72,155,13,1
73,176,13,1
74,198,13,1
75,19,14,-1
76,22,14,-1
77,62,14,1
78,164,14,1
79,193,14,1
80,233,14,1
81,78,15,1
82,159,15,1
83,187,15,1
84,195,15,1
85,232,15,-1
86,54,16,1
87,69,16,1
88,76,16,1
89,77,16,1
90,121,16,1
91,246,16,-1
92,97,17,-1
93,234,17,1
94,240,17,1
95,241,17,1
96,243,17,1
97,249,17,1
98,80,18,1
99,84,18,-1
100,110,18,1
101,140,18,-1
102,190,18,1
103,200,18,1
104,26,19,1
105,43,19,1
106,100,19,-1
107,144,19,1
108,169,19,1
109,66,20,1
110,75,20,1
111,82,20,1
112,88,20,1
113,101,20,1
114,237,20,-1
115,102,21,1
116,112,21,-1
117,131,21,1
118,149,21,1
119,160,21,1
120,164,21,-1
121,36,22,1
122,66,22,1
123,72,22,1
124,168,22,1
125,235,22,-1
126,63,23,1
127,81,23,1
128,82,23,1
129,88,23,1
130,129,23,-1
131,247,23,-1
132,67,24,-1
133,168,24,-1
134,170,24,1
135,203,24,1
136,206,24,1
137,244,24,1
138,117,25,1
139,119,25,1
140,152,25,1
141,162,25,1
142,183,25,1
143,193,25,-1
144,56,26,1
145,61,26,1
146,80,26,-1
147,144,26,1
148,169,26,1
149,99,27,1
150,108,27,-1
151,129,27,1
152,156,27,1
153,184,27,-1
154,210,27,1
155,157,28,1
156,189,28,1
157,197,28,1
158,228,28,1
159,229,28,1
160,248,28,-1
161,106,29,-1
162,234,29,1
163,240,29,1
164,241,29,1
165,243,29,1
166,249,29,1
167,147,30,1
168,204,30,1
169,220,30,1
170,224,30,-1
171,242,30,1
172,249,30,-1
173,225,31,1
174,226,31,1
175,227,31,1
176,232,31,1
177,236,31,1
178,237,31,1
179,83,32,-1
180,98,32,1
181,134,32,1
182,143,32,1
183,146,32,1
184,175,32,1
185,234,33,1
186,239,33,1
187,240,33,1
188,241,33,1
189,243,33,1
190,249,33,1
191,86,34,1
192,92,34,1
193,157,34,1
194,222,34,-1
195,228,34,1
196,229,34,1
197,46,35,1
198,66,35,1
199,72,35,1
200,127,35,1
201,133,35,1
202,176,35,-1
203,45,36,1
204,63,36,1
205,75,36,1
206,101,36,1
207,118,36,-1
208,87,37,1
209,134,37,1
210,143,37,1
211,146,37,1
212,175,37,1
213,227,37,-1
214,172,38,-1
215,197,38,1
216,205,38,-1
217,228,38,1
