node_id,community_id
1,1
2,2
3,3
4,4
5,5
6,6
7,1
8,0
9,7
10,8
11,9
12,7
13,6
14,2
15,8
16,6
17,2
18,2
19,7
20,8
21,8
22,6
23,10
24,11
25,12
26,5
27,7
28,2
29,8
30,3
31,13
32,5
33,14
34,8
35,2
36,10
37,7
38,10
39,5
40,3
41,15
42,3
43,5
44,1
45,13
46,9
47,16
48,1
49,10
50,3
51,1
52,6
53,17
54,15
55,4
56,3
57,7
58,3
59,7
60,12
61,18
62,16
63,3
64,8
65,9
66,18
67,2
68,5
69,2
70,5
71,9
72,6
73,19
74,19
75,9
76,5
77,11
78,8
79,4
80,17
81,6
82,6
83,20
84,17
85,14
86,2
87,9
88,10
89,13
90,6
91,3
92,11
93,19
94,16
95,14
96,9
97,16
98,9
99,7
100,3
101,17
102,16
103,8
104,13
105,4
106,4
107,15
108,20
109,4
110,3
111,11
112,3
113,2
114,9
115,14
116,1
117,16
118,3
119,8
120,7
121,4
122,9
123,14
124,2
125,9
126,2
127,8
128,14
129,7
130,10
131,2
132,9
133,6
134,9
135,5
136,1
137,8
138,3
139,19
140,8
141,9
142,19
143,14
144,5
145,13
146,2
147,20
148,6
149,18
150,9
151,13
152,17
153,7
154,19
155,19
156,7
157,2
158,11
159,8
160,2
161,5
162,14
163,20
164,11
165,11
166,7
167,9
168,6
169,8
170,11
171,7
172,15
173,13
174,19
175,9
176,19
177,2
178,18
179,14
180,13
181,2
182,3
183,7
184,3
185,1
186,1
187,19
188,3
189,2
190,3
191,3
192,16
193,15
194,8
195,2
196,7
197,2
198,9
199,20
200,9
201,20
202,3
203,14
204,17
205,11
206,18
207,9
208,9
209,21
210,7
211,2
212,3
213,1
214,16
215,21
216,1
217,1
218,20
219,20
220,3
221,4
222,14
223,8
224,2
225,1
226,4
227,13
228,20
229,4
230,8
231,11
232,3
233,9
234,3
235,6
236,1
237,1
238,4
239,20
240,20
241,7
242,4
243,4
244,20
245,7
246,16
247,13
248,4
249,4
250,4
