edge_id,node1,node2,intra_inter
1,229,1,1
2,240,1,-1
3,242,1,1
4,246,1,1
5,248,1,1
6,250,1,1
7,86,2,1
8,181,2,1
9,189,2,1
10,197,2,1
11,216,2,-1
12,234,2,1
13,112,3,1
14,121,3,1
15,188,3,1
16,191,3,1
17,193,3,-1
18,232,3,1
19,135,4,-1
20,239,4,1
21,240,4,1
22,243,4,1
23,244,4,1
24,249,4,1
25,33,5,-1
26,43,5,1
27,56,5,1
28,135,5,1
29,169,5,1
30,174,5,1
31,86,6,-1
32,173,6,1
33,180,6,1
34,184,6,-1
35,227,6,1
36,247,6,1
37,53,7,1
38,119,7,1
39,152,7,1
40,178,7,1
41,204,7,1
42,234,7,-1
43,83,8,-1
44,96,8,1
45,114,8,1
46,172,8,1
47,175,8,1
48,245,8,-1
49,14,9,-1
50,99,9,1
51,156,9,1
52,210,9,1
53,241,9,1
54,245,9,1
55,24,10,1
56,148,10,-1
57,171,10,1
58,183,10,1
59,241,10,1
60,245,10,1
61,26,11,-1
62,229,11,1
63,242,11,1
64,246,11,1
65,248,11,1
66,250,11,1
67,17,12,-1
68,59,12,1
69,116,12,1
70,153,12,1
71,210,12,1
72,245,12,1
73,72,13,1
74,81,13,1
75,82,13,1
76,133,13,1
77,168,13,1
78,176,13,-1
79,113,14,1
80,129,14,1
81,195,14,1
82,234,14,1
83,241,14,-1
84,85,15,-1
85,177,15,1
86,187,15,1
87,189,15,-1
88,194,15,1
89,223,15,1
90,57,16,1
91,76,16,1
92,105,16,1
93,122,16,1
94,139,16,1
95,157,16,-1
96,64,17,1
97,148,17,1
98,206,17,1
99,208,17,1
100,128,18,1
101,142,18,-1
102,162,18,1
103,179,18,1
104,203,18,1
105,225,18,-1
106,99,19,1
107,154,19,-1
108,180,19,-1
109,183,19,1
110,241,19,1
111,245,19,1
112,110,20,1
113,184,20,1
114,191,20,1
115,220,20,-1
116,232,20,1
117,35,21,1
118,45,21,1
119,72,21,1
120,124,21,1
121,232,21,-1
122,249,21,-1
123,72,22,1
124,90,22,1
125,124,22,1
126,168,22,1
127,201,22,-1
128,250,22,-1
129,64,23,1
130,94,23,1
131,148,23,1
132,206,23,1
133,208,23,1
134,215,23,-1
135,166,24,1
136,210,24,1
137,241,24,1
138,243,24,-1
139,245,24,1
140,84,25,1
141,119,25,1
142,152,25,1
143,178,25,1
144,204,25,1
145,242,25,-1
146,32,26,1
147,39,26,1
148,68,26,1
149,169,26,1
150,174,26,1
151,52,27,-1
152,156,27,1
153,171,27,1
154,199,27,-1
155,241,27,1
156,245,27,1
157,38,28,1
158,129,28,1
159,162,28,-1
160,181,28,1
161,195,28,1
162,197,28,1
163,34,29,1
164,101,29,1
165,127,29,1
166,159,29,1
167,232,29,-1
168,131,30,-1
169,193,30,1
170,202,30,1
171,212,30,1
172,214,30,1
173,220,30,1
174,40,31,1
175,109,31,-1
176,182,31,1
177,212,31,1
178,214,31,1
179,220,31,1
180,68,32,1
181,135,32,1
182,138,32,-1
183,144,32,1
184,174,32,1
185,120,33,1
186,128,33,1
187,162,33,1
188,179,33,1
189,203,33,1
190,101,34,1
191,127,34,1
192,147,34,-1
193,159,34,1
194,210,34,-1
195,45,35,1
196,81,35,1
197,82,35,1
198,124,35,1
199,250,35,-1
200,45,36,1
201,90,36,1
202,124,36,1
203,133,36,1
204,168,36,1
205,203,36,-1
206,98,37,1
207,134,37,1
208,141,37,1
209,163,37,1
210,172,37,1
211,226,37,-1
212,41,38,1
213,69,38,-1
214,113,38,1
215,140,38,-1
216,189,38,1
217,117,39,-1
218,135,39,1
219,144,39,1
220,174,39,1
221,230,39,-1
222,132,40,-1
223,202,40,1
224,212,40,1
225,214,40,1
226,220,40,1
227,65,41,-1
228,181,41,1
229,189,41,1
230,197,41,1
231,234,41,1
232,134,42,-1
233,142,42,1
234,150,42,1
235,154,42,1
236,192,42,1
237,61,43,1
238,144,43,1
239,169,43,1
240,174,43,1
241,192,43,-1
242,143,44,-1
243,216,44,1
244,217,44,1
245,225,44,1
246,236,44,1
247,237,44,1
248,90,45,1
249,166,45,-1
250,168,45,1
251,103,46,-1
252,173,46,1
253,180,46,1
254,208,46,-1
255,227,46,1
256,247,46,1
257,117,47,1
258,150,47,1
259,154,47,1
260,179,47,-1
261,192,47,1
262,193,47,-1
263,182,48,-1
264,216,48,1
265,217,48,1
266,225,48,1
267,236,48,1
268,237,48,1
269,53,49,-1
270,182,49,1
271,202,49,1
272,214,49,1
273,220,49,1
274,223,49,-1
275,91,50,1
276,100,50,1
277,121,50,1
278,188,50,1
279,232,50,1
280,238,50,-1
281,145,51,-1
282,216,51,1
283,217,51,1
284,225,51,1
285,236,51,1
286,237,51,1
287,112,52,-1
288,143,52,1
289,164,52,1
290,205,52,1
291,231,52,1
292,60,53,1
293,119,53,1
294,152,53,1
295,178,53,1
296,204,53,1
297,76,54,1
298,105,54,1
299,107,54,1
300,122,54,1
301,139,54,1
302,233,54,-1
303,247,54,-1
304,175,55,-1
305,218,55,1
306,239,55,1
307,240,55,1
308,243,55,1
309,244,55,1
310,249,55,1
311,61,56,1
312,114,56,-1
313,135,56,1
314,169,56,1
315,174,56,1
316,224,56,-1
317,105,57,1
318,107,57,1
319,122,57,1
320,126,57,-1
321,139,57,1
322,193,57,-1
323,95,58,1
324,115,58,-1
325,123,58,1
326,170,58,1
327,179,58,1
328,203,58,1
329,245,58,-1
330,97,59,-1
331,153,59,1
332,166,59,1
333,171,59,1
334,241,59,1
335,245,59,1
336,84,60,1
337,119,60,1
338,152,60,1
339,176,60,-1
340,178,60,1
341,204,60,1
342,68,61,1
343,135,61,1
344,144,61,1
345,169,61,1
346,171,61,-1
347,146,63,-1
348,155,63,-1
349,193,63,1
350,202,63,1
351,212,63,1
352,214,63,1
353,220,63,1
354,94,64,1
355,148,64,1
356,206,64,1
357,208,64,1
358,234,64,-1
359,128,65,-1
360,167,65,1
361,200,65,1
362,207,65,1
363,226,65,1
364,233,65,1
365,89,66,1
366,136,66,1
367,149,66,1
368,158,66,1
369,161,66,1
370,195,66,-1
371,222,66,1
372,131,67,1
373,146,67,1
374,147,67,-1
375,160,67,1
376,195,67,1
377,211,67,-1
378,234,67,1
379,144,68,1
380,169,68,1
381,174,68,1
382,228,68,-1
383,151,69,1
384,173,69,1
385,180,69,1
386,182,69,-1
387,227,69,1
388,247,69,1
389,111,70,1
390,128,70,-1
391,143,70,1
392,164,70,1
393,196,70,1
394,205,70,1
395,231,70,1
396,125,71,1
397,167,71,1
398,184,71,-1
399,200,71,1
400,207,71,1
401,226,71,1
402,233,71,1
403,82,72,1
404,90,72,1
405,124,72,1
406,167,72,-1
407,74,73,1
408,155,73,1
409,176,73,1
410,190,73,1
411,198,73,1
412,235,73,-1
413,141,74,-1
414,155,74,1
415,176,74,1
416,190,74,1
417,195,74,-1
418,198,74,1
419,87,75,1
420,114,75,1
421,134,75,1
422,163,75,1
423,172,75,1
424,175,75,1
425,237,75,-1
426,99,76,-1
427,107,76,1
428,122,76,1
429,139,76,1
430,199,76,-1
431,108,77,-1
432,132,77,1
433,167,77,1
434,200,77,1
435,207,77,1
436,226,77,1
437,233,77,1
438,85,78,-1
439,103,78,1
440,137,78,1
441,177,78,1
442,187,78,1
443,194,78,1
444,223,78,1
445,223,79,-1
446,229,79,1
447,238,79,1
448,242,79,1
449,246,79,1
450,248,79,1
451,250,79,1
452,100,80,1
453,110,80,1
454,112,80,1
455,188,80,1
456,191,80,1
457,232,80,1
458,248,80,-1
459,90,81,1
460,130,81,-1
461,133,81,1
462,168,81,1
463,192,81,-1
464,124,82,1
465,133,82,1
466,165,82,-1
467,168,82,1
468,112,83,1
469,121,83,1
470,184,83,1
471,188,83,1
472,205,83,-1
473,232,83,1
474,121,84,-1
475,152,84,1
476,160,84,-1
477,178,84,1
478,204,84,1
479,120,85,1
480,123,85,1
481,162,85,1
482,170,85,1
483,203,85,1
484,129,86,1
485,131,86,1
486,195,86,1
487,197,86,1
488,234,86,1
489,96,87,1
490,114,87,1
491,141,87,1
492,163,87,1
493,175,87,1
494,218,87,-1
495,102,88,1
496,117,88,1
497,142,88,1
498,150,88,1
499,154,88,1
500,192,88,1
501,239,88,-1
502,136,89,1
503,149,89,1
504,158,89,1
505,161,89,1
506,222,89,1
507,223,89,-1
508,168,90,1
509,188,90,-1
510,100,91,1
511,121,91,1
512,184,91,1
513,190,91,-1
514,232,91,1
515,243,91,-1
516,147,92,1
517,156,92,-1
518,164,92,1
519,165,92,1
520,196,92,1
521,205,92,1
522,231,92,1
523,126,93,1
524,137,93,1
525,177,93,1
526,187,93,1
527,194,93,1
528,223,93,1
529,229,93,-1
530,148,94,1
531,206,94,1
532,208,94,1
533,244,94,-1
534,248,94,-1
535,106,95,1
536,162,95,1
537,179,95,1
538,203,95,1
539,235,95,-1
540,250,95,-1
541,98,96,1
542,114,96,1
543,163,96,1
544,214,96,-1
545,226,96,-1
546,117,97,1
547,142,97,1
548,150,97,1
549,154,97,1
550,192,97,1
551,249,97,-1
552,134,98,1
553,141,98,1
554,172,98,1
555,175,98,1
556,235,98,-1
557,116,99,1
558,183,99,1
559,210,99,1
560,241,99,1
561,245,99,1
562,184,100,1
563,188,100,1
564,191,100,1
565,230,100,-1
566,232,100,1
567,127,101,1
568,159,101,1
569,241,101,-1
570,246,101,-1
571,105,102,-1
572,117,102,1
573,142,102,1
574,150,102,1
575,154,102,1
576,192,102,1
577,248,102,-1
578,126,103,1
579,140,103,1
580,177,103,1
581,187,103,1
582,194,103,1
583,223,103,1
584,145,104,1
585,151,104,1
586,173,104,1
587,180,104,1
588,227,104,1
589,228,104,-1
590,242,104,-1
591,247,104,1
592,107,105,1
593,122,105,1
594,139,105,1
595,166,105,-1
596,120,106,1
597,123,106,1
598,153,106,-1
599,162,106,1
600,170,106,1
601,179,106,1
602,203,106,1
603,122,107,1
604,139,107,1
605,154,107,-1
606,202,107,-1
607,218,108,1
608,228,108,1
609,239,108,1
610,240,108,1
611,243,108,1
612,244,108,1
613,249,108,1
614,132,109,-1
615,216,109,1
616,217,109,1
617,225,109,1
618,236,109,1
619,237,109,1
620,249,109,-1
621,112,110,1
622,164,110,-1
623,184,110,1
624,188,110,1
625,191,110,1
626,232,110,1
627,164,111,1
628,165,111,1
629,196,111,1
630,205,111,1
631,218,111,-1
632,231,111,1
633,239,111,-1
634,184,112,1
635,191,112,1
636,232,112,1
637,157,113,1
638,160,113,1
639,189,113,1
640,197,113,1
641,211,113,-1
642,234,113,1
643,163,114,1
644,172,114,1
645,175,114,1
646,143,115,1
647,147,115,1
648,165,115,1
649,196,115,1
650,205,115,1
651,208,115,-1
652,231,115,1
653,153,116,1
654,183,116,1
655,210,116,1
656,241,116,1
657,243,116,-1
658,245,116,1
659,142,117,1
660,150,117,1
661,192,117,1
662,120,118,-1
663,138,118,1
664,178,118,-1
665,182,118,1
666,193,118,1
667,202,118,1
668,212,118,1
669,214,118,1
670,152,119,1
671,178,119,1
672,180,119,-1
673,204,119,1
674,123,120,1
675,128,120,1
676,170,120,1
677,174,120,-1
678,203,120,1
679,188,121,1
680,191,121,1
681,198,121,-1
682,232,121,1
683,139,122,1
684,212,122,-1
685,125,123,-1
686,128,123,1
687,170,123,1
688,173,123,-1
689,179,123,1
690,126,124,-1
691,133,124,1
692,168,124,1
693,132,125,1
694,167,125,1
695,200,125,1
696,207,125,1
697,226,125,1
698,231,125,-1
699,233,125,1
700,140,126,1
701,177,126,1
702,187,126,1
703,194,126,1
704,223,126,1
705,159,127,1
706,219,127,-1
707,222,127,-1
708,170,128,1
709,179,128,1
710,203,128,1
711,146,129,1
712,157,129,1
713,179,129,-1
714,181,129,1
715,228,129,-1
716,234,129,1
717,138,130,1
718,164,130,-1
719,182,130,1
720,193,130,1
721,202,130,1
722,212,130,1
723,214,130,1
724,220,130,1
725,178,131,-1
726,181,131,1
727,189,131,1
728,195,131,1
729,197,131,1
730,234,131,1
731,167,132,1
732,200,132,1
733,207,132,1
734,226,132,1
735,233,132,1
736,134,133,-1
737,158,133,-1
738,168,133,1
739,171,133,-1
740,141,134,1
741,163,134,1
742,172,134,1
743,175,134,1
744,144,135,1
745,169,135,1
746,217,135,-1
747,146,136,-1
748,149,136,1
749,158,136,1
750,161,136,1
751,222,136,1
752,234,136,-1
753,140,137,1
754,177,137,1
755,187,137,1
756,194,137,1
757,200,137,-1
758,223,137,1
759,236,137,-1
760,182,138,1
761,185,138,-1
762,193,138,1
763,202,138,1
764,212,138,1
765,220,138,1
766,244,139,-1
767,177,140,1
768,187,140,1
769,194,140,1
770,204,140,-1
771,223,140,1
772,163,141,1
773,172,141,1
774,175,141,1
775,189,141,-1
776,150,142,1
777,154,142,1
778,192,142,1
779,244,142,-1
780,147,143,1
781,159,143,-1
782,165,143,1
783,196,143,1
784,205,143,1
785,231,143,1
786,169,144,1
787,174,144,1
788,201,144,-1
789,230,144,-1
790,151,145,1
791,173,145,1
792,180,145,1
793,227,145,1
794,235,145,-1
795,247,145,1
796,157,146,1
797,160,146,1
798,181,146,1
799,189,146,1
800,195,146,1
801,234,146,1
802,164,147,1
803,165,147,1
804,196,147,1
805,205,147,1
806,231,147,1
807,206,148,1
808,208,148,1
809,245,148,-1
810,158,149,1
811,161,149,1
812,222,149,1
813,236,149,-1
814,237,149,-1
815,154,150,1
816,192,150,1
817,203,150,-1
818,173,151,1
819,180,151,1
820,207,151,-1
821,227,151,1
822,238,151,-1
823,247,151,1
824,178,152,1
825,186,152,-1
826,204,152,1
827,210,152,-1
828,156,153,1
829,183,153,1
830,200,153,-1
831,210,153,1
832,241,153,1
833,245,153,1
834,192,154,1
835,176,155,1
836,185,155,-1
837,190,155,1
838,198,155,1
839,166,156,1
840,171,156,1
841,210,156,1
842,241,156,1
843,245,156,1
844,246,156,-1
845,160,157,1
846,181,157,1
847,195,157,1
848,197,157,1
849,207,157,-1
850,234,157,1
851,161,158,1
852,213,158,-1
853,222,158,1
854,213,159,-1
855,174,160,-1
856,189,160,1
857,195,160,1
858,197,160,1
859,219,160,-1
860,234,160,1
861,163,161,-1
862,222,161,1
863,232,161,-1
864,170,162,1
865,178,162,-1
866,179,162,1
867,203,162,1
868,220,162,-1
869,172,163,1
870,175,163,1
871,213,163,-1
872,165,164,1
873,196,164,1
874,205,164,1
875,231,164,1
876,196,165,1
877,205,165,1
878,218,165,-1
879,231,165,1
880,171,166,1
881,180,166,-1
882,183,166,1
883,210,166,1
884,241,166,1
885,245,166,1
886,200,167,1
887,207,167,1
888,226,167,1
889,233,167,1
890,246,167,-1
891,186,168,-1
892,223,168,-1
893,174,169,1
894,204,169,-1
895,222,169,-1
896,179,170,1
897,191,170,-1
898,203,170,1
899,225,170,-1
900,183,171,1
901,210,171,1
902,241,171,1
903,245,171,1
904,173,172,-1
905,175,172,1
906,177,172,-1
907,180,173,1
908,227,173,1
909,247,173,1
910,248,174,-1
911,194,175,-1
912,247,175,-1
913,190,176,1
914,198,176,1
915,231,176,-1
916,187,177,1
917,191,177,-1
918,194,177,1
919,223,177,1
920,204,178,1
921,203,179,1
922,227,180,1
923,247,180,1
924,189,181,1
925,211,181,-1
926,215,181,-1
927,234,181,1
928,236,181,-1
929,193,182,1
930,202,182,1
931,212,182,1
932,214,182,1
933,220,182,1
934,190,183,-1
935,210,183,1
936,233,183,-1
937,241,183,1
938,245,183,1
939,188,184,1
940,191,184,1
941,209,184,-1
942,232,184,1
943,186,185,1
944,213,185,1
945,216,185,1
946,217,185,1
947,225,185,1
948,236,185,1
949,237,185,1
950,213,186,1
951,216,186,1
952,217,186,1
953,225,186,1
954,236,186,1
955,237,186,1
956,194,187,1
957,206,187,-1
958,207,187,-1
959,223,187,1
960,227,187,-1
961,191,188,1
962,224,188,-1
963,229,188,-1
964,232,188,1
965,197,189,1
966,231,189,-1
967,234,189,1
968,191,190,-1
969,198,190,1
970,232,191,1
971,209,192,-1
972,202,193,1
973,212,193,1
974,214,193,1
975,220,193,1
976,214,194,-1
977,223,194,1
978,196,195,-1
979,197,195,1
980,234,195,1
981,198,196,-1
982,205,196,1
983,219,196,-1
984,231,196,1
985,210,197,-1
986,227,197,-1
987,234,197,1
988,212,198,-1
989,201,199,1
990,218,199,1
991,219,199,1
992,228,199,1
993,238,199,-1
994,239,199,1
995,240,199,1
996,243,199,1
997,244,199,1
998,249,199,1
999,204,200,-1
1000,207,200,1
1001,226,200,1
1002,233,200,1
1003,218,201,1
1004,219,201,1
1005,228,201,1
1006,239,201,1
1007,240,201,1
1008,243,201,1
1009,244,201,1
1010,249,201,1
1011,212,202,1
1012,214,202,1
1013,220,202,1
1014,221,202,-1
1015,205,203,-1
1016,208,205,-1
1017,231,205,1
1018,208,206,1
1019,216,206,-1
1020,246,206,-1
1021,226,207,1
1022,233,207,1
1023,211,209,1
